date,ticker,analyst,percent
2026-05-06,ON,Keybanc,21.8
2026-05-06,PSKY,Guggenheim,11.1
2026-05-06,ROK,Barclays,7
2026-05-06,ROK,Wells Fargo,-1.9
2026-05-06,RVTY,TD Cowen,28.3
2026-05-06,SPGI,Mizuho,38.7
2026-05-06,TDG,Susquehanna,9.6
2026-05-06,UDR,Citigroup,9.3
2026-05-06,UDR,RBC Capital,2.5
2026-05-07,ADM,JP Morgan,-5.6
2026-05-07,AMCR,Truist Securities,26.2
2026-05-07,AXON,JP Morgan,84.9
2026-05-07,CDW,Evercore ISI Group,46.1
2026-05-07,CMI,Barclays,6.6
2026-05-07,CMI,JP Morgan,1.7
2026-05-07,DVA,Deutsche Bank,13.2
2026-05-07,EMR,Wells Fargo,4.8
2026-05-07,ETN,JP Morgan,6.2
2026-05-07,ETN,Keybanc,14.6
2026-05-07,FLEX,Keybanc,36
2026-05-07,J,Keybanc,18.1
2026-05-07,JCI,Barclays,-0.4
2026-05-07,JCI,Wells Fargo,10.6
2026-05-07,LITE,UBS,4.8
2026-05-07,NI,Wells Fargo,9.8
2026-05-07,ROK,JP Morgan,-9.2
2026-05-07,ROK,Keybanc,11
2026-05-07,RVTY,Barclays,4.9
2026-05-07,RVTY,JP Morgan,-10.1
2026-05-07,SMCI,JP Morgan,-5.9
2026-05-07,SOLV,Wells Fargo,-1.9
2026-05-07,TECH,Evercore ISI Group,5.9
2026-05-07,UBER,JP Morgan,37.8
2026-05-07,UBER,Piper Sandler,31.5
2026-05-07,UBER,Truist Securities,40.3
2026-05-07,WAT,JP Morgan,-1.7
2026-05-07,WBD,Guggenheim,
2026-05-07,WMT,TD Cowen,15.5
2026-05-08,AES,Barclays,11.3
2026-05-08,CDW,UBS,34.1
2026-05-08,COR,Baird,33.4
2026-05-08,COR,Citigroup,39.7
2026-05-08,CRL,Barclays,20.5
2026-05-08,GPN,Stephens & Co.,14.3
2026-05-08,IFF,Oppenheimer,14.7
2026-05-08,JCI,Mizuho,-0.5
2026-05-08,MCD,Barclays,22.8
2026-05-08,MCHP,JP Morgan,14.2
2026-05-08,MCK,JP Morgan,37.2
2026-05-08,MNST,JP Morgan,-1.8
2026-05-08,PH,JP Morgan,18.8
2026-05-08,PODD,Barclays,22.6
2026-05-08,PODD,Oppenheimer,30
2026-05-08,RSG,RBC Capital,30.7
2026-05-08,SHW,Evercore ISI Group,23.8
2026-05-08,TTD,Wedbush,0.1
2026-05-08,VTR,Keybanc,9.6
2026-05-08,WBD,UBS,14.4
2026-05-08,WYNN,Citigroup,24.5
2026-05-09,AKAM,Keybanc,34.1
2026-05-09,ATO,Citigroup,4.1
2026-05-09,C,"Keefe, Bruyette & Woods",17.5
2026-05-09,EVRG,UBS,9.7
2026-05-09,MCHP,Evercore ISI Group,11.4
2026-05-09,MCHP,Needham,14.2
2026-05-09,MCHP,Susquehanna,14.2
2026-05-09,MTD,Citigroup,29.9
2026-05-09,ORLY,Mizuho,16.3
2026-05-09,TMO,Wells Fargo,29.9
2026-05-09,TTD,Keybanc,
2026-05-09,TTD,Oppenheimer,
2026-05-09,WMB,Citigroup,13.5
2026-05-11,APA,Bernstein,9
2026-05-11,CVS,TD Cowen,20.7
2026-05-11,EOG,Bernstein,17.8
2026-05-11,FIS,Goldman Sachs,32.1
2026-05-11,MCD,JP Morgan,10.6
2026-05-11,MTD,JP Morgan,7.5
2026-05-11,NI,Citigroup,4.1
2026-05-11,NWSA,Macquarie,7.5
2026-05-11,SLB,Bernstein,32.3
2026-05-11,VTR,JP Morgan,7.2
2026-05-12,ADI,Oppenheimer,7.7
2026-05-12,BDX,Barclays,40.8
2026-05-12,FOXA,Evercore ISI Group,7
2026-05-12,FTV,JP Morgan,5.6
2026-05-12,GM,Wedbush,26
2026-05-12,GPN,Cantor Fitzgerald,10.5
2026-05-12,HD,Citigroup,27.7
2026-05-12,HST,Citigroup,9.4
2026-05-12,HST,Morgan Stanley,0.3
2026-05-12,MOS,JP Morgan,-13
2026-05-12,MTD,Baird,9.9
2026-05-12,STX,Evercore ISI Group,22.7
2026-05-12,VRT,Evercore ISI Group,17.6
2026-05-13,ADSK,Barclays,30.8
2026-05-13,CEG,Mizuho,7.2
2026-05-13,F,Morgan Stanley,17
2026-05-13,GIS,Barclays,6.1
2026-05-13,KIM,Barclays,19.6
2026-05-13,MOS,Mizuho,5.9
2026-05-13,MOS,RBC Capital,19.1
2026-05-13,MOS,UBS,1.5
2026-05-13,MSFT,Wedbush,42.6
2026-05-13,NEE,JP Morgan,11.6
2026-05-13,WMB,UBS,20.9
2026-05-14,ALB,Deutsche Bank,26.3
2026-05-14,CARR,JP Morgan,1.5
2026-05-14,CSCO,Citigroup,-4.7
2026-05-14,CSCO,Evercore ISI Group,27.6
2026-05-14,EXC,Keybanc,-7.4
2026-05-14,GIS,Piper Sandler,21.2
2026-05-14,HAS,Morgan Stanley,26.2
2026-05-14,HUM,Piper Sandler,-16.1
2026-05-14,MOS,Wells Fargo,-3.4
2026-05-14,STE,Keybanc,26.8
2026-05-14,TT,JP Morgan,0.6
2026-05-14,WYNN,Morgan Stanley,37.8
2026-05-15,AAPL,Tigress Financial,25.9
2026-05-15,AMAT,Evercore ISI Group,20.2
2026-05-15,AMAT,Goldman Sachs,21.4
2026-05-15,EG,BMO Capital,7.7
2026-05-15,NVDA,TD Cowen,19.7
2026-05-15,RCL,UBS,17.2
2026-05-15,SCHW,Raymond James,51.4
2026-05-15,VRT,B of A Securities,20.8
2026-05-15,VRT,Barclays,13.1
2026-05-16,AOS,JP Morgan,5.3
2026-05-16,D,Wells Fargo,8.2
2026-05-16,HLT,Bernstein,1.6
2026-05-16,MAR,Bernstein,14.2
2026-05-18,APO,TD Cowen,9.1
2026-05-18,BA,Citigroup,17.9
2026-05-18,BSX,B of A Securities,27
2026-05-18,CIEN,Citigroup,16.8
2026-05-18,DXCM,B of A Securities,29.5
2026-05-18,INTC,Citigroup,14.6
2026-05-18,ISRG,B of A Securities,23.2
2026-05-18,LOW,Stifel,0.7
2026-05-18,MOS,Barclays,19.7
2026-05-18,NFLX,B of A Securities,44.5
2026-05-18,TJX,JP Morgan,17.4
2026-05-19,AMD,Melius Research,30.9
2026-05-19,APTV,Citigroup,47.3
2026-05-19,CRM,B of A Securities,-13.5
2026-05-19,CSGP,B of A Securities,9.5
2026-05-19,DECK,Piper Sandler,5.9
2026-05-19,EFX,B of A Securities,36.4
2026-05-19,FFIV,Evercore ISI Group,25.7
2026-05-19,HD,Jefferies,23.7
2026-05-19,HD,Oppenheimer,6.2
2026-05-19,INTC,Benchmark,30.9
2026-05-19,INVH,Raymond James,11.9
2026-05-19,LOW,Oppenheimer,27.3
2026-05-19,NVDA,HSBC,48
2026-05-19,PFG,Raymond James,8.4
2026-05-19,VRSK,B of A Securities,8.8
2026-05-20,ECL,Jefferies,40.8
2026-05-20,EQIX,Guggenheim,18.2
2026-05-20,HD,Morgan Stanley,32.9
2026-05-20,HD,Piper Sandler,25.6
2026-05-20,HD,TD Cowen,24.6
2026-05-20,KIM,Scotiabank,6.7
2026-05-20,MRVL,Evercore ISI Group,-15.5
2026-05-20,REGN,Canaccord Genuity,37.9
2026-05-20,VRT,TD Cowen,19.1
2026-05-20,VTRS,Barclays,35.5
2026-05-21,ADI,Citigroup,16
2026-05-21,ADI,Evercore ISI Group,19.5
2026-05-21,ADI,Jefferies,19.8
2026-05-21,CI,Deutsche Bank,7.3
2026-05-21,CI,Morgan Stanley,28.2
2026-05-21,CNC,Deutsche Bank,38.6
2026-05-21,HD,Baird,24
2026-05-21,HUM,Deutsche Bank,45.2
2026-05-21,INTU,BMO Capital,31.9
2026-05-21,INTU,UBS,15.3
2026-05-21,KEYS,Citigroup,15
2026-05-21,MOS,BMO Capital,43.5
2026-05-21,NVDA,Jefferies,35
2026-05-21,NVDA,Stifel,26.9
2026-05-21,TJX,Truist Securities,19.1
2026-05-21,VRT,Oppenheimer,9.5
2026-05-22,ADI,B of A Securities,18.2
2026-05-22,ADSK,Keybanc,41.8
2026-05-22,AFL,Morgan Stanley,5.7
2026-05-22,AWK,B of A Securities,8.1
2026-05-22,CI,UBS,40.8
2026-05-22,CNC,UBS,4.5
2026-05-22,ELV,UBS,16.9
2026-05-22,INTU,Keybanc,46.2
2026-05-22,LOW,B of A Securities,18.3
2026-05-22,LOW,Baird,24.3
2026-05-22,NVDA,B of A Securities,58.4
2026-05-22,NVDA,Baird,126.3
2026-05-22,TGT,Baird,5.9
2026-05-22,TJX,Baird,11.1
2026-05-22,TJX,Telsey Advisory Group,17.5
2026-05-23,DE,B of A Securities,14.3
2026-05-23,DECK,UBS,57.8
2026-05-23,GNRC,Jefferies,16.1
2026-05-23,RCL,Truist Securities,14.5
2026-05-26,CIEN,B of A Securities,11.7
2026-05-26,D,Mizuho,6.4
2026-05-26,FFIV,B of A Securities,-23.9
2026-05-26,ON,B of A Securities,12.4
2026-05-26,TRV,JP Morgan,4.7
2026-05-26,TXN,B of A Securities,16.2
2026-05-26,WDC,Evercore ISI Group,13.9
2026-05-26,WMB,CIBC,8.6
2026-05-27,A,Baird,34.5
2026-05-27,AZO,Truist Securities,
2026-05-27,CDNS,Wells Fargo,12.2
2026-05-27,DHR,Citigroup,-45.3
2026-05-27,DOC,Scotiabank,4.3
2026-05-27,ESS,Truist Securities,3
2026-05-27,MGM,Truist Securities,36.4
2026-05-27,MU,UBS,70
2026-05-27,NVDA,Tigress Financial,98.5
2026-05-27,PH,Wells Fargo,8.9
2026-05-27,PLD,Morgan Stanley,2.7
2026-05-27,SNDK,Barclays,39.7
2026-05-27,WDC,Barclays,15
2026-05-28,APA,Mizuho,-3.6
2026-05-28,AZO,Mizuho,7
2026-05-28,CARR,Morgan Stanley,-5.5
2026-05-28,CDW,JP Morgan,14
2026-05-28,CVX,Mizuho,25.2
2026-05-28,D,Jefferies,12
2026-05-28,DVN,Mizuho,51.9
2026-05-28,EOG,Mizuho,15.2
2026-05-28,FANG,Mizuho,23.2
2026-05-28,FSLR,GLJ Research,14.3
2026-05-28,HPQ,JP Morgan,-1.1
2026-05-28,HPQ,Wells Fargo,-23.9
2026-05-28,KIM,Truist Securities,2.9
2026-05-28,MRVL,Jefferies,18.2
2026-05-28,MRVL,JP Morgan,20.8
2026-05-28,OXY,Mizuho,29.9
2026-05-28,SNPS,Stifel,17.6
2026-05-28,UNH,Bernstein,27.8
2026-05-29,AVGO,Susquehanna,13.2
2026-05-29,BBY,JP Morgan,13.5
2026-05-29,COST,Truist Securities,2.5
2026-05-29,CRM,Piper Sandler,19.3
2026-05-29,CRM,Wedbush,80.3
2026-05-29,CTVA,Morgan Stanley,18.2
2026-05-29,F,B of A Securities,18.5
2026-05-29,HPQ,B of A Securities,-32.6
2026-05-29,HPQ,Citigroup,-6.4
2026-05-29,LYB,Wells Fargo,43.5
2026-05-29,MRVL,Barclays,34.5
2026-05-29,MRVL,Benchmark,34.5
2026-05-29,NTAP,JP Morgan,-15.1
2026-05-29,SNPS,B of A Securities,24.8
2026-05-29,SWK,Morgan Stanley,6.5
2026-05-30,ATO,Mizuho,6.7
2026-05-30,IBM,Wedbush,15.4
2026-06-01,CHRW,UBS,28.8
2026-06-01,CMI,Argus Research,20.5
2026-06-01,GM,Citigroup,57
2026-06-01,INTC,Barclays,-8.6
2026-06-01,NTAP,Argus Research,16.5
2026-06-01,SPG,JP Morgan,6.6
2026-06-02,GIS,UBS,-10.4
2026-06-02,HPE,Bernstein,-1.7
2026-06-02,HPE,JP Morgan,7.8
2026-06-02,HPE,Loop Capital,18.9
2026-06-02,HPE,Susquehanna,3.1
2026-06-02,META,RBC Capital,34.3
2026-06-02,MNST,Morgan Stanley,15.5
2026-06-02,PANW,Baird,4.4
2026-06-02,TTWO,Piper Sandler,26
2026-06-02,WAT,B of A Securities,7.4
2026-06-03,ACN,Stifel,47.4
2026-06-03,CF,JP Morgan,0.9
2026-06-03,COST,TD Cowen,23.3
2026-06-03,ED,Mizuho,0.7
2026-06-03,FTV,Morgan Stanley,-2
2026-06-03,GPN,Susquehanna,52.1
2026-06-03,HAL,Citigroup,29.6
2026-06-03,HON,Goldman Sachs,125
2026-06-03,HPE,Goldman Sachs,45.8
2026-06-03,HST,UBS,-2
2026-06-03,IR,Morgan Stanley,12.3
2026-06-03,JCI,UBS,26.6
2026-06-03,KHC,Bernstein,-8.9
2026-06-03,MDT,Mizuho,29.7
2026-06-03,SHW,UBS,9.8
2026-06-03,SNDK,Morgan Stanley,0.8
2026-06-03,T,Oppenheimer,
2026-06-03,TMO,HSBC,15.1
2026-06-03,ULTA,B. Riley Securities,4.4
2026-06-03,ULTA,Canaccord Genuity,52.7
2026-06-03,ULTA,Evercore ISI Group,32.6
2026-06-03,ULTA,JP Morgan,31.8
2026-06-03,ULTA,Morgan Stanley,31.6
2026-06-03,ULTA,Piper Sandler,25.3
2026-06-03,WST,Stephens & Co.,14.8
2026-06-04,AVGO,B of A Securities,29.6
2026-06-04,AVGO,Oppenheimer,30.8
2026-06-04,AVGO,UBS,18.6
2026-06-04,CIEN,Raymond James,-4.1
2026-06-04,CNC,B of A Securities,21.4
2026-06-04,CNC,Morgan Stanley,-6.5
2026-06-04,CVS,Morgan Stanley,18.7
2026-06-04,DOV,Morgan Stanley,6.1
2026-06-04,ETR,Barclays,8.5
2026-06-04,GOOGL,Needham,25.4
2026-06-04,HCA,Bernstein,13.1
2026-06-04,OMC,Goldman Sachs,93.9
2026-06-04,PANW,Loop Capital,7.5
2026-06-04,PANW,Stephens & Co.,11.2
2026-06-04,RDDT,Loop Capital,52.6
2026-06-04,RTX,Jefferies,24.6
2026-06-04,ULTA,Baird,46.3
2026-06-04,YUM,Morgan Stanley,23.3
2026-06-05,ALB,Wells Fargo,23.2
2026-06-05,AVGO,Benchmark,33.7
2026-06-05,AVGO,Deutsche Bank,26.3
2026-06-05,CRWD,Susquehanna,14.8
2026-06-05,DRI,B of A Securities,41.5
2026-06-05,GIS,Morgan Stanley,-1.5
2026-06-05,GLW,UBS,20.4
2026-06-05,LULU,Evercore ISI Group,4.1
2026-06-05,LULU,Jefferies,4.1
2026-06-05,LVS,UBS,22.7
2026-06-05,MDT,Bernstein,18.1
2026-06-05,VEEV,BTIG,87.6
2026-06-06,JBHT,BMO Capital,12.1
2026-06-06,PLTR,Wedbush,63.9
2026-06-06,PPL,Mizuho,4.9
2026-06-08,ACN,JP Morgan,13.6
2026-06-08,CI,Mizuho,18.3
2026-06-08,CSCO,B of A Securities,21.4
2026-06-08,CVS,Mizuho,19.9
2026-06-08,ELV,JP Morgan,15.7
2026-06-08,ELV,Mizuho,13
2026-06-08,F,UBS,13.4
2026-06-08,FRT,Truist Securities,-3.8
2026-06-08,HUM,Mizuho,12.8
2026-06-08,ODFL,JP Morgan,-4.5
2026-06-08,STX,Mizuho,23.5
2026-06-08,WDC,Mizuho,26.8
2026-06-08,WRB,Goldman Sachs,7.7
2026-06-09,CDNS,Stifel,8.9
2026-06-09,CTSH,Wedbush,33.3
2026-06-09,FFIV,RBC Capital,12.6
2026-06-09,LEN,"Keefe, Bruyette & Woods",-5.7
2026-06-09,ODFL,Jefferies,1
2026-06-09,ULTA,TD Cowen,29.4
2026-06-10,AOS,Oppenheimer,28.1
2026-06-10,COR,Barclays,24.7
2026-06-10,HON,Barclays,112.8
2026-06-10,HON,Bernstein,107.4
2026-06-10,LITE,Needham,24.7
2026-06-10,LYV,Morgan Stanley,22.5
2026-06-10,PFE,RBC Capital,-3.1
2026-06-10,SPG,Morgan Stanley,-2.6
2026-06-10,TYL,Barclays,36.3
2026-06-10,TYL,DA Davidson,47.5
2026-06-10,WST,Barclays,21
2026-06-11,ADBE,Wolfe Research,
2026-06-11,CPT,Truist Securities,6.7
2026-06-11,DOC,Morgan Stanley,8.4
2026-06-11,ETR,Mizuho,9.5
2026-06-11,FE,UBS,9.3
2026-06-11,KR,JP Morgan,9
2026-06-11,MU,Wolfe Research,38.2
2026-06-11,ORCL,Bernstein,80.9
2026-06-11,SJM,B of A Securities,13.3
2026-06-11,SJM,Morgan Stanley,-5.6
2026-06-12,ADBE,Goldman Sachs,-6.1
2026-06-12,AJG,Jefferies,20
2026-06-12,CB,Barclays,13
2026-06-12,HIG,Barclays,20.6
2026-06-12,LRCX,Barclays,-6.8
2026-06-12,MGM,JP Morgan,10.1
2026-06-12,ORCL,Piper Sandler,21.6
2026-06-12,PEP,Piper Sandler,23.8
2026-06-12,UBER,Tigress Financial,64.2
2026-06-12,WDC,JP Morgan,19.9
2026-06-12,WRB,Barclays,-7.7
2026-06-13,ADBE,Keybanc,-3.7
2026-06-13,DIS,Needham,23.7
2026-06-13,FDX,Barclays,24.3
2026-06-13,MNST,Bernstein,2.6
2026-06-15,DOC,BMO Capital,16
2026-06-15,FOXA,Barclays,5.3
2026-06-15,FSLR,Mizuho,10
2026-06-15,LRCX,Oppenheimer,3.6
2026-06-15,MGM,Stifel,-0.5
2026-06-15,RF,Stephens & Co.,5.1
2026-06-15,TXN,Citigroup,11.3
2026-06-15,WDC,Morgan Stanley,5
2026-06-16,CCL,Citigroup,21.3
2026-06-16,CTAS,Truist Securities,27.9
2026-06-16,LUV,Jefferies,-6.4
2026-06-16,PSA,Citigroup,12.6
2026-06-16,TEL,Barclays,38.3
2026-06-16,TSCO,Truist Securities,4.9
2026-06-16,YUM,TD Cowen,13.4
2026-06-17,AMAT,Citigroup,19.9
2026-06-17,CMI,Wells Fargo,22.3
2026-06-17,DOC,Raymond James,
2026-06-17,EXR,B of A Securities,7.2
2026-06-17,INVH,Mizuho,6.7
2026-06-17,LEN,JP Morgan,-13.6
2026-06-17,LEN,UBS,5.5
2026-06-17,LRCX,Citigroup,17.8
2026-06-17,SLB,RBC Capital,15.4
2026-06-17,STZ,UBS,22.8
2026-06-17,VTR,Raymond James,12.4
2026-06-17,WELL,Raymond James,6
2026-06-18,ACN,Evercore ISI Group,42.3
2026-06-18,AEP,Ladenburg Thalmann,11.1
2026-06-18,DAL,Bernstein,10.5
2026-06-18,EXR,Truist Securities,2
2026-06-18,GDDY,JP Morgan,62.3
2026-06-18,JBL,Barclays,9.7
2026-06-18,JBL,JP Morgan,15.9
2026-06-18,JBL,Stifel,18.5
2026-06-18,MU,Stifel,35.4
2026-06-18,O,Scotiabank,10.2
2026-06-18,PEP,Deutsche Bank,19.1
2026-06-18,RMD,Morgan Stanley,21.7
2026-06-18,SLB,Stifel,27.7
2026-06-18,SO,Barclays,5.9
2026-06-18,VICI,Scotiabank,7.8
2026-06-19,C,Wells Fargo,12.6
2026-06-19,CEG,Goldman Sachs,13.5
2026-06-19,DUK,Mizuho,9.8
2026-06-19,JBL,Raymond James,15.9
2026-06-19,PLD,Raymond James,
2026-06-22,ACN,RBC Capital,40
2026-06-22,ACN,Susquehanna,12
2026-06-22,BEN,TD Cowen,19.4
2026-06-22,HCA,TD Cowen,15.4
2026-06-22,INCY,Truist Securities,5.2
2026-06-22,KR,UBS,11.4
2026-06-22,UHS,TD Cowen,39.5
2026-06-23,ACN,Mizuho,81.1
2026-06-23,KR,Barclays,7.9
2026-06-23,KR,Morgan Stanley,18.5
2026-06-23,NKE,Goldman Sachs,8.5
2026-06-23,NUE,Morgan Stanley,7.4
2026-06-23,NXPI,Citigroup,20.3
2026-06-23,ODFL,Goldman Sachs,5.7
2026-06-23,PSA,Truist Securities,4.8
2026-06-23,SPG,Truist Securities,0
2026-06-23,TEL,Evercore ISI Group,11.5
2026-06-23,TGT,Wolfe Research,
2026-06-23,TSCO,DA Davidson,32.9
2026-06-23,XEL,Mizuho,14.7
2026-06-24,ADI,Stifel,22.3
2026-06-24,AXP,Truist Securities,11.3
2026-06-24,CAT,Wells Fargo,17.7
2026-06-24,COR,B of A Securities,0.6
2026-06-24,CVS,B of A Securities,8
2026-06-24,D,Barclays,0.6
2026-06-24,DOW,Citigroup,16.7
2026-06-24,ECL,Citigroup,21
2026-06-24,FDX,Citigroup,14.1
2026-06-24,FDX,Stifel,3.6
2026-06-24,FITB,Truist Securities,9.3
2026-06-24,HUM,B of A Securities,5
2026-06-24,IFF,Citigroup,15.8
2026-06-24,KEY,Truist Securities,3.9
2026-06-24,KLAC,B of A Securities,30.9
2026-06-24,LRCX,B of A Securities,30.8
2026-06-24,LYB,Citigroup,15.8
2026-06-24,MET,Piper Sandler,2.2
2026-06-24,MRVL,B of A Securities,29.5
2026-06-24,MRVL,Stifel,24.1
2026-06-24,NKE,Evercore ISI Group,9.4
2026-06-24,PFG,Piper Sandler,14.9
2026-06-24,SHW,Citigroup,16.1
2026-06-24,SNPS,Piper Sandler,19.5
2026-06-24,TER,B of A Securities,24.1
2026-06-24,TTWO,B of A Securities,49
2026-06-24,TXN,Stifel,18.8
2026-06-24,UNH,B of A Securities,15.7
2026-06-25,BSX,Stifel,47
2026-06-25,CCL,Susquehanna,12.6
2026-06-25,CSGP,Goldman Sachs,56.9
2026-06-25,CSGP,Wells Fargo,-11.3
2026-06-25,ESS,Morgan Stanley,7.1
2026-06-25,F,Wells Fargo,-21
2026-06-25,FDX,Truist Securities,14.4
2026-06-25,FDX,UBS,9.7
2026-06-25,INVH,Wells Fargo,12.6
2026-06-25,MU,Deutsche Bank,25.7
2026-06-25,MU,Goldman Sachs,-10.8
2026-06-25,MU,Morgan Stanley,-2.7
2026-06-25,MU,Raymond James,21.7
2026-06-25,MU,Susquehanna,62.2
2026-06-25,MU,TD Cowen,29.8
2026-06-25,MU,Wedbush,13.5
2026-06-25,MU,Wells Fargo,23.7
2026-06-25,NUE,Keybanc,13.1
2026-06-25,PAYX,JP Morgan,9.1
2026-06-25,QCOM,Bernstein,7.1
2026-06-25,RDDT,Needham,87.1
2026-06-25,STLD,Keybanc,7.6
2026-06-26,AAPL,Wedbush,45.5
2026-06-26,AMAT,Wells Fargo,15.1
2026-06-26,AMT,Goldman Sachs,24.7
2026-06-26,AMT,RBC Capital,18.9
2026-06-26,CCI,Goldman Sachs,18.2
2026-06-26,DAL,Evercore ISI Group,13.8
2026-06-26,DRI,UBS,12.9
2026-06-26,HSY,B of A Securities,12.6
2026-06-26,INCY,UBS,3.2
2026-06-26,INTC,Goldman Sachs,16.5
2026-06-26,MKC,UBS,6.1
2026-06-26,MRNA,Piper Sandler,29.5
2026-06-26,MU,B of A Securities,36.1
2026-06-26,MU,Barclays,75.6
2026-06-26,MU,Needham,44.9
2026-06-26,MU,Rosenblatt,31.7
2026-06-26,NKE,Deutsche Bank,7.3
2026-06-26,NOC,Jefferies,15.6
2026-06-26,NTRS,Truist Securities,5.8
2026-06-26,ODFL,Barclays,1.1
2026-06-26,PEP,B of A Securities,16.7
2026-06-26,QCOM,Barclays,21.5
2026-06-26,SBAC,Goldman Sachs,11.8
2026-06-26,TECH,Stephens & Co.,3
2026-06-26,UAL,Citigroup,27
2026-06-26,UNP,Evercore ISI Group,9.1
2026-06-26,URI,Keybanc,9.9
2026-06-26,WFC,Truist Securities,10.8
2026-06-27,BEN,Morgan Stanley,3.2
2026-06-27,DRI,BTIG,10.5
2026-06-27,DRI,Piper Sandler,-0.3
2026-06-27,JBHT,Benchmark,9.1
2026-06-27,MKC,Bernstein,38.8
2026-06-27,MKC,Deutsche Bank,22.4
2026-06-27,NKE,Keybanc,
2026-06-27,NKE,Oppenheimer,49.7
2026-06-27,TECH,Baird,3
2026-06-27,TROW,Morgan Stanley,2.4
2026-06-29,APA,Morgan Stanley,23.8
2026-06-29,BAC,Morgan Stanley,16
2026-06-29,C,Morgan Stanley,15.6
2026-06-29,CFG,Morgan Stanley,12.7
2026-06-29,DVN,Morgan Stanley,49.4
2026-06-29,EQIX,Citigroup,14.8
2026-06-29,FITB,Morgan Stanley,13.8
2026-06-29,GS,Morgan Stanley,6.8
2026-06-29,JPM,Morgan Stanley,10.3
2026-06-29,KEY,Morgan Stanley,8.1
2026-06-29,LRCX,Cantor Fitzgerald,30.5
2026-06-29,MU,Cantor Fitzgerald,77.2
2026-06-29,OXY,Morgan Stanley,36
2026-06-29,PNC,Morgan Stanley,13.7
2026-06-29,QCOM,Mizuho,8.8
2026-06-29,TXN,UBS,24.9
2026-06-29,USB,Morgan Stanley,10.1
2026-06-29,WDC,Cantor Fitzgerald,49.9
2026-06-29,WFC,Morgan Stanley,21.8
2026-06-30,CCL,Tigress Financial,45.1
2026-06-30,DIS,JP Morgan,43.7
2026-06-30,DOW,B of A Securities,3.9
2026-06-30,EVRG,Barclays,8.1
2026-06-30,FCX,UBS,22.3
2026-06-30,FRT,B of A Securities,5.6
2026-06-30,HON,Deutsche Bank,13.7
2026-06-30,HRL,B of A Securities,3.9
2026-06-30,LRCX,Susquehanna,14.1
2026-06-30,LYB,B of A Securities,-10.7
2026-06-30,MKC,Barclays,6.6
2026-06-30,MRK,B of A Securities,9.1
2026-06-30,NEM,UBS,27.9
2026-06-30,NTRS,Citigroup,-2.2
2026-06-30,PLD,BMO Capital,14.9
2026-06-30,STZ,Wells Fargo,21.3
2026-06-30,TECH,Citigroup,3
2026-06-30,TER,Susquehanna,17.6
2026-06-30,TFC,Citigroup,8
2026-06-30,WY,DA Davidson,26.6
2026-07-01,BAC,Oppenheimer,
2026-07-01,C,Oppenheimer,
2026-07-01,CMCSA,Deutsche Bank,32
2026-07-01,DAL,B of A Securities,5.9
2026-07-01,DRI,Argus Research,19.1
2026-07-01,GE,Citigroup,14.9
2026-07-01,GS,Oppenheimer,
2026-07-01,ICE,Goldman Sachs,45.1
2026-07-01,IFF,Argus Research,7.3
2026-07-01,LDOS,Jefferies,5.9
2026-07-01,LUV,B of A Securities,-13.5
2026-07-01,MA,Piper Sandler,15.4
2026-07-01,MOS,Morgan Stanley,23.2
2026-07-01,MS,Oppenheimer,
2026-07-01,NKE,Bernstein,73.9
2026-07-01,NKE,Jefferies,81.2
2026-07-01,PAYX,Morgan Stanley,8.1
2026-07-01,SLB,Citigroup,35.9
2026-07-01,SNDK,B of A Securities,19.9
2026-07-01,STT,Goldman Sachs,15
2026-07-01,TECH,Benchmark,
2026-07-01,UAL,B of A Securities,10.2
2026-07-01,UAL,Bernstein,12.4
2026-07-01,WELL,Deutsche Bank,16.4
2026-07-01,WMB,JP Morgan,20
2026-07-02,BRO,Goldman Sachs,2.4
2026-07-02,CAH,B of A Securities,8.4
2026-07-02,CHTR,Goldman Sachs,-11.1
2026-07-02,CME,Raymond James,38.7
2026-07-02,DLR,Barclays,11.9
2026-07-02,FDS,Jefferies,1.2
2026-07-02,GIS,Deutsche Bank,-13.2
2026-07-02,GIS,JP Morgan,-7.9
2026-07-02,IFF,Morgan Stanley,15.9
2026-07-02,LUV,Goldman Sachs,-32
2026-07-02,NKE,B of A Securities,6.6
2026-07-02,NKE,Barclays,17.9
2026-07-02,NKE,BTIG,24.7
2026-07-02,NKE,Guggenheim,36
2026-07-02,NKE,Piper Sandler,2
2026-07-02,NKE,Stifel,2
2026-07-02,NKE,Wells Fargo,-9.3
2026-07-02,NOW,Guggenheim,17.7
2026-07-02,PEP,JP Morgan,18.7
2026-07-02,PLD,BTIG,22.9
2026-07-02,PNW,Barclays,1
2026-07-02,PPG,Mizuho,9.3
2026-07-02,STX,B of A Securities,27.7
2026-07-02,STZ,B of A Securities,6.8
2026-07-02,STZ,JP Morgan,21.6
2026-07-02,TFC,Raymond James,
2026-07-02,TSLA,Freedom Broker,-1.9
2026-07-02,TSN,B of A Securities,17.9
2026-07-02,VTR,Evercore ISI Group,6.1
2026-07-02,WDC,B of A Securities,22.9
2026-07-02,WMB,Jefferies,15.6
2026-07-03,ATO,Argus Research,6.1
2026-07-03,CHRW,Raymond James,5
2026-07-03,CMI,Truist Securities,31.9
2026-07-03,COHR,Raymond James,21.5
2026-07-03,DD,Citigroup,21.5
2026-07-03,DIS,Raymond James,15.1
