date,ticker,analyst,percent
2026-07-21,RF,"Keefe, Bruyette & Woods",6
2026-07-21,RF,Truist Securities,9.2
2026-07-21,RL,Wells Fargo,10.2
2026-07-21,SPG,Piper Sandler,24
2026-07-21,STT,Evercore ISI Group,8.6
2026-07-21,TFC,Baird,9.9
2026-07-21,TFC,Evercore ISI Group,9.9
2026-07-21,TFC,"Keefe, Bruyette & Woods",7.9
2026-07-21,TFC,Stephens & Co.,11.9
2026-07-21,TRV,B of A Securities,-16.3
2026-07-21,TRV,Barclays,-13.3
2026-07-21,TRV,Evercore ISI Group,-7.8
2026-07-21,TSCO,Baird,26.4
2026-07-21,TXN,Susquehanna,14.8
2026-07-21,UNH,Barclays,4.4
2026-07-21,UNH,JP Morgan,22.1
2026-07-21,UPS,Evercore ISI Group,2.2
2026-07-21,WRB,Truist Securities,16.1
2026-07-21,WRB,Wells Fargo,-4.9
2026-07-22,ADP,UBS,8.3
2026-07-22,AEE,BMO Capital,7.1
2026-07-22,AEP,BMO Capital,5.5
2026-07-22,BIIB,B of A Securities,5.5
2026-07-22,BIIB,Guggenheim,37.5
2026-07-22,BXP,Barclays,14.6
2026-07-22,BXP,Mizuho,-1.4
2026-07-22,CB,Citizens,15.8
2026-07-22,CHD,Barclays,-11
2026-07-22,CLX,Barclays,-11.7
2026-07-22,CNP,BMO Capital,8.9
2026-07-22,D,BMO Capital,-0.6
2026-07-22,DDOG,Jefferies,11.2
2026-07-22,DDOG,TD Cowen,19.2
2026-07-22,DHI,"Keefe, Bruyette & Woods",16.3
2026-07-22,DHI,RBC Capital,-12.9
2026-07-22,DHR,Guggenheim,12.1
2026-07-22,DHR,RBC Capital,20.5
2026-07-22,DHR,Wells Fargo,9.3
2026-07-22,DPZ,BMO Capital,26.6
2026-07-22,EFX,Baird,33.5
2026-07-22,EFX,RBC Capital,11.7
2026-07-22,EFX,Wells Fargo,22
2026-07-22,ES,BMO Capital,-2.3
2026-07-22,ESS,Wells Fargo,0.6
2026-07-22,ETR,BMO Capital,9.3
2026-07-22,EXPD,B of A Securities,5.7
2026-07-22,GM,Goldman Sachs,28
2026-07-22,GM,JP Morgan,49.1
2026-07-22,GM,Morgan Stanley,25.5
2026-07-22,GM,RBC Capital,24.2
2026-07-22,GM,Wells Fargo,-24.2
2026-07-22,GPC,Evercore ISI Group,24.1
2026-07-22,GPC,Truist Securities,4.2
2026-07-22,GS,HSBC,-7.7
2026-07-22,HAL,Evercore ISI Group,28.1
2026-07-22,HAL,Morgan Stanley,19.2
2026-07-22,HAL,TD Cowen,40
2026-07-22,HAS,DA Davidson,6.8
2026-07-22,HAS,JP Morgan,24.8
2026-07-22,HST,Barclays,-1.8
2026-07-22,HSY,Stifel,5.2
2026-07-22,IBM,Jefferies,25.2
2026-07-22,KEY,DA Davidson,23
2026-07-22,KEY,"Keefe, Bruyette & Woods",14.2
2026-07-22,KEY,RBC Capital,9.8
2026-07-22,KMB,Barclays,5.5
2026-07-22,KVUE,Barclays,-1.1
2026-07-22,MMM,Bernstein,-15.7
2026-07-22,MMM,Citigroup,6.4
2026-07-22,MMM,UBS,26.7
2026-07-22,MPC,Goldman Sachs,15.1
2026-07-22,MS,HSBC,-0.2
2026-07-22,MSCI,Evercore ISI Group,30.1
2026-07-22,MSCI,JP Morgan,26.1
2026-07-22,MSCI,Wells Fargo,24.3
2026-07-22,MSFT,Oppenheimer,28.9
2026-07-22,MSFT,Truist Securities,43.9
2026-07-22,NOC,Susquehanna,25.2
2026-07-22,PAYX,UBS,1.7
2026-07-22,PEP,Barclays,4.1
2026-07-22,PFG,Wells Fargo,3.3
2026-07-22,PG,Barclays,1.7
2026-07-22,PNR,Mizuho,38.1
2026-07-22,PNW,BMO Capital,-2.4
2026-07-22,PSX,Goldman Sachs,8.8
2026-07-22,SCHW,UBS,26.3
2026-07-22,SRE,BMO Capital,11.3
2026-07-22,STLD,Morgan Stanley,10.2
2026-07-22,STZ,Barclays,0
2026-07-22,SYF,RBC Capital,11.9
2026-07-22,SYF,Wells Fargo,23.1
2026-07-22,TRV,BMO Capital,2.9
2026-07-22,TRV,Morgan Stanley,-10.4
2026-07-22,UNH,Mizuho,13.3
2026-07-22,VLO,Goldman Sachs,11.8
2026-07-22,VTR,Mizuho,6.3
2026-07-22,WEC,BMO Capital,3.7
2026-07-22,WELL,Mizuho,5.2
2026-07-22,XEL,BMO Capital,15.9
2026-07-23,ALGN,UBS,11.6
2026-07-23,AMD,Benchmark,25.7
2026-07-23,BLDR,Benchmark,43.8
2026-07-23,CCI,RBC Capital,15.7
2026-07-23,CCI,TD Cowen,18.3
2026-07-23,CME,B of A Securities,-8.1
2026-07-23,CME,Morgan Stanley,31.8
2026-07-23,COF,Barclays,20
2026-07-23,COIN,Citigroup,44.1
2026-07-23,CSX,B of A Securities,7.8
2026-07-23,CSX,Barclays,15.5
2026-07-23,CSX,JP Morgan,11.6
2026-07-23,CTVA,Oppenheimer,6.9
2026-07-23,EFX,Barclays,18.7
2026-07-23,EFX,Needham,45.5
2026-07-23,FRT,Wells Fargo,6.2
2026-07-23,GE,Bernstein,23.8
2026-07-23,GEV,JP Morgan,35.5
2026-07-23,GEV,Morgan Stanley,37.6
2026-07-23,GEV,RBC Capital,24.8
2026-07-23,GM,Barclays,35.2
2026-07-23,GOOG,JP Morgan,30.6
2026-07-23,GOOG,Oppenheimer,24.4
2026-07-23,GOOG,TD Cowen,47.7
2026-07-23,GOOGL,Roth Capital,37
2026-07-23,GOOGL,Wedbush,38.6
2026-07-23,HAL,Argus Research,19.4
2026-07-23,HAL,Barclays,58.2
2026-07-23,HAS,Argus Research,19.2
2026-07-23,HOOD,Keybanc,22.7
2026-07-23,IBM,Barclays,29.3
2026-07-23,IBM,BMO Capital,13.5
2026-07-23,IBM,Morgan Stanley,-6.2
2026-07-23,IBM,RBC Capital,33.2
2026-07-23,INCY,JP Morgan,-4.4
2026-07-23,INCY,Morgan Stanley,-9.6
2026-07-23,KDP,JP Morgan,26.7
2026-07-23,KEY,Baird,0.7
2026-07-23,KIM,Wells Fargo,-0.3
2026-07-23,LVS,Barclays,32.9
2026-07-23,LVS,Goldman Sachs,23.9
2026-07-23,LVS,JP Morgan,35.1
2026-07-23,LVS,Mizuho,37.4
2026-07-23,MCO,Baird,19.2
2026-07-23,MMM,Mizuho,5.3
2026-07-23,MMM,RBC Capital,-22.8
2026-07-23,NCLH,Truist Securities,8.2
2026-07-23,NOC,JP Morgan,11.7
2026-07-23,NTRS,Morgan Stanley,-1.2
2026-07-23,NTRS,RBC Capital,1.7
2026-07-23,PHM,Barclays,-0.2
2026-07-23,PHM,RBC Capital,-6.7
2026-07-23,PM,Morgan Stanley,12
2026-07-23,RJF,JP Morgan,5.7
2026-07-23,ROL,RBC Capital,7.2
2026-07-23,SCHW,Argus Research,13.7
2026-07-23,SCHW,Barclays,24.7
2026-07-23,STLD,Barclays,13.1
2026-07-23,SYF,Baird,25.7
2026-07-23,T,Argus Research,29
2026-07-23,T,Morgan Stanley,16.1
2026-07-23,T,RBC Capital,16.1
2026-07-23,T,Wolfe Research,24.7
2026-07-23,TEL,Baird,13.6
2026-07-23,TSLA,Canaccord Genuity,20.2
2026-07-23,TSLA,JP Morgan,30.5
2026-07-23,TSLA,Mizuho,32
2026-07-23,TSLA,Morgan Stanley,17.3
2026-07-23,TSLA,RBC Capital,46.6
2026-07-23,TSLA,Roth Capital,48.1
2026-07-23,TSLA,TD Cowen,34.9
2026-07-23,TSLA,Truist Securities,8.5
2026-07-23,TSLA,UBS,12.9
2026-07-23,TXN,Baird,38.8
2026-07-23,TXN,Benchmark,29.8
2026-07-23,TXN,Bernstein,4.6
2026-07-23,TXN,Goldman Sachs,-18.9
2026-07-23,TXN,JP Morgan,22.6
2026-07-23,TXN,Mizuho,10
2026-07-23,TXN,Morgan Stanley,-8
2026-07-23,TXN,TD Cowen,22.6
2026-07-23,TXN,Truist Securities,8.2
2026-07-23,TXN,Wells Fargo,11.8
2026-07-23,UNP,B of A Securities,7.8
2026-07-23,URI,B of A Securities,18.6
2026-07-23,VICI,Barclays,16.7
2026-07-23,WAB,JP Morgan,7.3
2026-07-23,WAB,Morgan Stanley,21
2026-07-23,WAB,Stephens & Co.,12.4
2026-07-24,AEE,Keybanc,7.1
2026-07-24,ALLE,JP Morgan,11.7
2026-07-24,AMD,Roth Capital,18.8
2026-07-24,AMP,"Keefe, Bruyette & Woods",4.9
2026-07-24,BLDR,Stifel,-1.3
2026-07-24,BX,Goldman Sachs,1.4
2026-07-24,BX,RBC Capital,35
2026-07-24,CB,Wells Fargo,0.1
2026-07-24,CCI,Citigroup,29.7
2026-07-24,CMCSA,Wells Fargo,8
2026-07-24,CMS,Keybanc,
2026-07-24,CNP,Keybanc,3.2
2026-07-24,CSX,Citigroup,2.3
2026-07-24,CSX,Evercore ISI Group,-3.4
2026-07-24,CTSH,JP Morgan,26.7
2026-07-24,DECK,Stifel,41.5
2026-07-24,DECK,Truist Securities,11.7
2026-07-24,DGX,Barclays,9.6
2026-07-24,DGX,Mizuho,14
2026-07-24,DGX,Truist Securities,9.6
2026-07-24,DLR,JP Morgan,23.7
2026-07-24,DOW,JP Morgan,30.7
2026-07-24,DUK,Keybanc,7.5
2026-07-24,ED,Keybanc,-17
2026-07-24,EVRG,Citigroup,11.4
2026-07-24,EW,Piper Sandler,14.8
2026-07-24,FCX,Wells Fargo,11.9
2026-07-24,GL,"Keefe, Bruyette & Woods",11
2026-07-24,HON,Citigroup,13
2026-07-24,HST,Wells Fargo,8.1
2026-07-24,HSY,Evercore ISI Group,30.1
2026-07-24,IBM,Citigroup,17.1
2026-07-24,INTC,JP Morgan,-15.3
2026-07-24,INTC,Morgan Stanley,-16.3
2026-07-24,INTC,Roth Capital,19.6
2026-07-24,INTC,Stifel,9.6
2026-07-24,INTC,Truist Securities,7.6
2026-07-24,KMI,Wells Fargo,9.4
2026-07-24,LMT,Morgan Stanley,21.4
2026-07-24,LVS,Macquarie,33
2026-07-24,LVS,Stifel,28.8
2026-07-24,LVS,Susquehanna,35.2
2026-07-24,MCD,Evercore ISI Group,21.3
2026-07-24,MCK,Citigroup,20.5
2026-07-24,MCO,Wells Fargo,25.4
2026-07-24,NDAQ,Barclays,21.3
2026-07-24,NDAQ,"Keefe, Bruyette & Woods",11.5
2026-07-24,NDAQ,TD Cowen,18.1
2026-07-24,NI,Keybanc,6.4
2026-07-24,NOW,Evercore ISI Group,68.6
2026-07-24,NOW,Macquarie,15.9
2026-07-24,NSC,Barclays,13.8
2026-07-24,NSC,Citigroup,6.9
2026-07-24,NSC,JP Morgan,-3.9
2026-07-24,NSC,RBC Capital,2.4
2026-07-24,NSC,TD Cowen,6.9
2026-07-24,NSC,Wells Fargo,9.5
2026-07-24,NTRS,Wells Fargo,8.7
2026-07-24,NXPI,Oppenheimer,18.7
2026-07-24,PHM,Citigroup,6.2
2026-07-24,PHM,Evercore ISI Group,28.4
2026-07-24,PLD,Scotiabank,3.4
2026-07-24,PM,Needham,11.6
2026-07-24,PM,Stifel,6.4
2026-07-24,ROL,Barclays,16
2026-07-24,RTX,RBC Capital,18.6
2026-07-24,RTX,Susquehanna,16.2
2026-07-24,SNDK,Susquehanna,96.6
2026-07-24,SO,Keybanc,-18.6
2026-07-24,T,Wells Fargo,-13
2026-07-24,TDY,Barclays,-2.1
2026-07-24,TDY,Stifel,18.5
2026-07-24,TMO,Barclays,14
2026-07-24,TMO,RBC Capital,1.8
2026-07-24,TMUS,Barclays,24.9
2026-07-24,TMUS,TD Cowen,51
2026-07-24,TMUS,Wells Fargo,-1.8
2026-07-24,TSCO,Goldman Sachs,24.7
2026-07-24,TSCO,Mizuho,-8.1
2026-07-24,TSCO,Piper Sandler,1.7
2026-07-24,TSLA,Cantor Fitzgerald,51.2
2026-07-24,TSLA,Needham,
2026-07-24,TSLA,Piper Sandler,40.3
2026-07-24,TXN,Evercore ISI Group,17.4
2026-07-24,TXN,Keybanc,42.3
2026-07-24,UNP,Barclays,14.9
2026-07-24,UNP,BMO Capital,5.1
2026-07-24,UNP,Citigroup,14.6
2026-07-24,UNP,JP Morgan,9.7
2026-07-24,UNP,RBC Capital,11.3
2026-07-24,UNP,TD Cowen,6.7
2026-07-24,URI,Truist Securities,29.5
2026-07-24,URI,Wells Fargo,19.7
2026-07-24,VRSN,JP Morgan,19.8
2026-07-24,WAB,Keybanc,13.8
2026-07-24,WAB,Susquehanna,13.8
2026-07-24,WAB,Wells Fargo,5.4
2026-07-24,WEC,Keybanc,1.3
2026-07-25,ALLE,B of A Securities,7.7
2026-07-25,ALLE,Baird,11.7
2026-07-25,AMP,RBC Capital,14.6
2026-07-25,CTSH,RBC Capital,8.3
2026-07-25,DECK,Baird,22.3
2026-07-25,DECK,Telsey Advisory Group,11.7
2026-07-25,DGX,Baird,11.8
2026-07-25,DOV,BMO Capital,19.6
2026-07-25,DOW,UBS,4.5
2026-07-25,HBAN,Morgan Stanley,10.6
2026-07-25,INTC,Cantor Fitzgerald,24.6
2026-07-25,INTC,Rosenblatt,-20.3
2026-07-25,INTC,Wedbush,-2.4
2026-07-25,INTC,Wells Fargo,19.6
2026-07-25,LUV,Citigroup,11.9
2026-07-25,NVR,UBS,20.3
2026-07-25,PGR,Morgan Stanley,-0.3
2026-07-25,ROL,Canaccord Genuity,16
2026-07-25,ROL,UBS,10.8
2026-07-25,ROL,Wells Fargo,-17.5
2026-07-25,RTX,UBS,2
2026-07-25,RTX,Wells Fargo,9.1
2026-07-25,TMUS,Benchmark,62.6
2026-07-25,TMUS,Keybanc,45.2
2026-07-25,TMUS,UBS,36.5
2026-07-25,TSCO,Guggenheim,31.3
2026-07-25,TSCO,Telsey Advisory Group,24.7
2026-07-25,TXN,Rosenblatt,24.5
2026-07-25,UNP,Benchmark,10
2026-07-25,UNP,Wells Fargo,10
2026-07-25,URI,Citigroup,17.5
2026-07-25,URI,UBS,19.3
2026-07-27,AKAM,Evercore ISI Group,49.6
2026-07-27,AMD,Mizuho,18.5
2026-07-27,AXP,Morgan Stanley,15.2
2026-07-27,CHTR,UBS,11.6
2026-07-27,DLR,RBC Capital,13.5
2026-07-27,FIX,UBS,28.2
2026-07-27,GILD,Morgan Stanley,26
2026-07-27,HCA,Morgan Stanley,-0.9
2026-07-27,HCA,UBS,50.9
2026-07-27,HIG,RBC Capital,6.5
2026-07-27,HON,Mizuho,8.4
2026-07-27,LVS,Morgan Stanley,30
2026-07-27,MCD,UBS,27.1
2026-07-27,MCO,Mizuho,10.7
2026-07-27,MSFT,UBS,23.1
2026-07-27,RJF,UBS,7.7
2026-07-27,SCHW,Morgan Stanley,32.5
2026-07-27,SLB,Evercore ISI Group,26.2
2026-07-27,SLB,Morgan Stanley,5.2
2026-07-27,SLB,Piper Sandler,22.4
2026-07-27,SLB,TD Cowen,22.4
2026-07-27,TMO,Morgan Stanley,15
2026-07-27,VZ,Morgan Stanley,12.1
2026-07-27,VZ,RBC Capital,1.3
2026-07-27,WRB,UBS,2.6
2026-07-27,WST,Evercore ISI Group,29.1
2026-07-28,ABT,UBS,17.8
2026-07-28,ADSK,Oppenheimer,29.6
2026-07-28,AXP,BTIG,-6.1
2026-07-28,BAX,UBS,4.8
2026-07-28,BDX,UBS,17.3
2026-07-28,BKR,Piper Sandler,21.5
2026-07-28,BKR,Stifel,24.8
2026-07-28,BKR,TD Cowen,29.8
2026-07-28,BLDR,BMO Capital,14.9
2026-07-28,CDNS,B of A Securities,25.3
2026-07-28,CEG,UBS,44.3
2026-07-28,CEG,Wells Fargo,37.5
2026-07-28,CHTR,Barclays,-13.9
2026-07-28,CHTR,Citigroup,34.8
2026-07-28,COF,Citigroup,42.2
2026-07-28,CPAY,Morgan Stanley,8.2
2026-07-28,CTSH,Guggenheim,34.4
2026-07-28,CVX,B of A Securities,18.6
2026-07-28,EQT,Citigroup,28.6
2026-07-28,ES,Citigroup,7.7
2026-07-28,F,Jefferies,18.6
2026-07-28,FCX,Barclays,33.4
2026-07-28,FFIV,Morgan Stanley,5.3
2026-07-28,FFIV,Piper Sandler,17
2026-07-28,FIX,Keybanc,26.7
2026-07-28,GM,Jefferies,13
2026-07-28,HCA,Baird,-0.8
2026-07-28,HCA,Barclays,-2.3
2026-07-28,HCA,Goldman Sachs,22.4
2026-07-28,HCA,Keybanc,9.8
2026-07-28,HCA,Oppenheimer,22.4
2026-07-28,HCA,Truist Securities,24.9
2026-07-28,HIG,Wells Fargo,15.5
2026-07-28,INTC,Baird,44.3
2026-07-28,ISRG,UBS,36.8
2026-07-28,MSFT,Guggenheim,49
2026-07-28,NEE,BMO Capital,7.4
2026-07-28,NRG,BMO Capital,57.4
2026-07-28,NRG,UBS,60.3
2026-07-28,NSC,Baird,9.2
2026-07-28,NSC,BMO Capital,2.8
2026-07-28,NUE,UBS,0.8
2026-07-28,PFG,B of A Securities,-6.2
2026-07-28,PFG,Evercore ISI Group,1
2026-07-28,PKG,Citigroup,-1.1
2026-07-28,SLB,Barclays,29.8
2026-07-28,SLB,BMO Capital,22
2026-07-28,SLB,Susquehanna,20.1
2026-07-28,SO,BMO Capital,6.9
2026-07-28,SYF,Evercore ISI Group,14.1
2026-07-28,UBER,B of A Securities,49
2026-07-28,UNP,Baird,14.1
2026-07-28,VST,UBS,47.5
2026-07-28,VZ,Barclays,-3.9
2026-07-28,VZ,Scotiabank,9.7
2026-07-28,VZ,Wells Fargo,-1.8
2026-07-28,XOM,B of A Securities,2.5
2026-07-29,AMT,TD Cowen,29.7
2026-07-29,BA,JP Morgan,32.7
2026-07-29,BAC,JP Morgan,8.8
2026-07-29,CBOE,JP Morgan,-2.8
2026-07-29,CDNS,Baird,20.3
2026-07-29,CDNS,Needham,14.6
2026-07-29,CDNS,Piper Sandler,0
2026-07-29,CDNS,Rosenblatt,20.3
2026-07-29,CEG,Barclays,24.2
2026-07-29,CFG,JP Morgan,8.2
2026-07-29,CHTR,JP Morgan,8.7
2026-07-29,CLX,Jefferies,-0.3
2026-07-29,CMS,Mizuho,3.4
2026-07-29,CSGP,Citigroup,26.8
2026-07-29,CSGP,JP Morgan,99.8
2026-07-29,DGX,JP Morgan,6.3
2026-07-29,ECL,Mizuho,14.5
2026-07-29,F,Citigroup,28.5
2026-07-29,F,JP Morgan,9.2
2026-07-29,F,RBC Capital,-3.7
2026-07-29,FFIV,Barclays,-1.6
2026-07-29,FFIV,JP Morgan,27.6
2026-07-29,FITB,JP Morgan,7
2026-07-29,GLW,Morgan Stanley,30.6
2026-07-29,GLW,Oppenheimer,58.4
2026-07-29,GM,Tigress Financial,43.3
2026-07-29,HBAN,Truist Securities,16.5
2026-07-29,HCA,Mizuho,13.6
2026-07-29,HIG,"Keefe, Bruyette & Woods",0.7
2026-07-29,HLT,Macquarie,2.6
2026-07-29,HON,B of A Securities,8
2026-07-29,HSIC,Piper Sandler,10.5
2026-07-29,HST,Evercore ISI Group,-1.8
2026-07-29,INCY,Guggenheim,16.4
2026-07-29,INCY,RBC Capital,-15.4
2026-07-29,IP,JP Morgan,42
2026-07-29,IQV,JP Morgan,17.9
2026-07-29,IQV,RBC Capital,2.2
2026-07-29,IQV,Stifel,14.1
2026-07-29,IQV,TD Cowen,19.1
2026-07-29,ITW,JP Morgan,17.2
2026-07-29,IVZ,JP Morgan,1.8
2026-07-29,IVZ,RBC Capital,20.7
2026-07-29,KLAC,Stifel,40.7
2026-07-29,KLAC,Wells Fargo,37.9
2026-07-29,KO,JP Morgan,8.3
2026-07-29,KO,Piper Sandler,7.2
2026-07-29,KO,TD Cowen,12.8
2026-07-29,KO,Wells Fargo,7.2
2026-07-29,MDLZ,JP Morgan,12.9
2026-07-29,MDLZ,TD Cowen,9.7
2026-07-29,MGM,Susquehanna,15.1
2026-07-29,NEM,Barclays,35.6
2026-07-29,NRG,Barclays,60.8
2026-07-29,NXPI,Mizuho,-24.9
2026-07-29,NXPI,TD Cowen,14.6
2026-07-29,NXPI,Wells Fargo,10.7
2026-07-29,PKG,JP Morgan,25.1
2026-07-29,PNC,JP Morgan,7.6
2026-07-29,PNR,TD Cowen,-2.3
2026-07-29,PYPL,JP Morgan,11.9
2026-07-29,RCL,Stifel,31.1
2026-07-29,RCL,Susquehanna,17.5
2026-07-29,RCL,Wells Fargo,22.6
2026-07-29,RF,JP Morgan,3
2026-07-29,ROP,JP Morgan,5.7
2026-07-29,SHW,BMO Capital,15.1
2026-07-29,SHW,JP Morgan,8
2026-07-29,SHW,Morgan Stanley,12.2
2026-07-29,SHW,Wells Fargo,2.3
2026-07-29,SPGI,JP Morgan,25.9
2026-07-29,STX,JP Morgan,57.6
2026-07-29,STX,Morgan Stanley,50.9
2026-07-29,STX,Susquehanna,11.2
2026-07-29,STX,Wedbush,27.1
2026-07-29,STX,Wells Fargo,50
2026-07-29,SWKS,JP Morgan,10.9
2026-07-29,SWKS,Mizuho,-11.2
2026-07-29,SWKS,Morgan Stanley,22.9
2026-07-29,SWKS,Stifel,19.5
2026-07-29,SWKS,TD Cowen,10.9
2026-07-29,SWKS,UBS,19.5
2026-07-29,TFC,JP Morgan,2.7
2026-07-29,TSCO,Argus Research,27.5
2026-07-29,UHS,Barclays,1.5
2026-07-29,UHS,Guggenheim,14.1
2026-07-29,UHS,Morgan Stanley,15.3
2026-07-29,UPS,Oppenheimer,11.4
2026-07-29,UPS,Stifel,9.5
2026-07-29,UPS,UBS,18.1
2026-07-29,USB,JP Morgan,7.8
2026-07-29,V,BMO Capital,13.4
2026-07-29,V,Piper Sandler,20.4
2026-07-29,V,Susquehanna,19.6
2026-07-29,V,UBS,17.6
2026-07-29,WYNN,Mizuho,26.5
2026-07-29,XYL,Mizuho,5.6
2026-07-29,XYL,Stifel,30
2026-07-30,AAPL,Argus Research,12.6
2026-07-30,AAPL,Baird,-0.9
2026-07-30,ACGL,B of A Securities,29.6
2026-07-30,ACGL,RBC Capital,16
2026-07-30,ADP,Citigroup,8.1
2026-07-30,ADP,Stifel,7.4
2026-07-30,ADP,Wells Fargo,6.6
2026-07-30,AMT,BMO Capital,10
2026-07-30,AON,Citigroup,18.5
2026-07-30,APH,Citigroup,31.5
2026-07-30,APH,Truist Securities,34.6
2026-07-30,BA,RBC Capital,23.3
2026-07-30,BIIB,Canaccord Genuity,21.3
2026-07-30,BIIB,HC Wainwright & Co.,22.8
2026-07-30,BIIB,Morgan Stanley,13
2026-07-30,BRO,BMO Capital,0.4
2026-07-30,BRO,Citigroup,7.2
2026-07-30,BSX,Canaccord Genuity,45.8
2026-07-30,BSX,RBC Capital,54.6
2026-07-30,BSX,Truist Securities,25.9
2026-07-30,BX,Argus Research,14.3
2026-07-30,CAT,Baird,11
2026-07-30,CBRE,Evercore ISI Group,19
2026-07-30,CHRW,Evercore ISI Group,46.4
2026-07-30,CMG,TD Cowen,20.1
2026-07-30,CNC,Barclays,30.3
2026-07-30,CSGP,"Keefe, Bruyette & Woods",2.6
2026-07-30,CSGP,Needham,41.5
2026-07-30,CTSH,Citigroup,11.4
2026-07-30,CTSH,Susquehanna,52.3
2026-07-30,CTSH,Wells Fargo,24.4
2026-07-30,CVNA,RBC Capital,39.1
2026-07-30,DIS,Citigroup,38.6
2026-07-30,DLR,Truist Securities,13.2
2026-07-30,ECL,Wells Fargo,4.6
2026-07-30,EG,Evercore ISI Group,-0.4
2026-07-30,EQIX,Stifel,19.2
2026-07-30,EQIX,TD Cowen,9.8
2026-07-30,EQIX,UBS,19.2
2026-07-30,FICO,RBC Capital,32.6
2026-07-30,FICO,Wells Fargo,26.1
2026-07-30,FLEX,Goldman Sachs,44.7
2026-07-30,FTV,Truist Securities,13.4
2026-07-30,GD,Citigroup,7.2
2026-07-30,GD,Morgan Stanley,23.4
2026-07-30,GD,RBC Capital,8.8
2026-07-30,GD,Susquehanna,20.7
2026-07-30,GEHC,Citigroup,5.1
2026-07-30,GEHC,Evercore ISI Group,17.7
2026-07-30,GILD,Barclays,11.5
2026-07-30,GLW,Barclays,-1.1
2026-07-30,GLW,Citigroup,68.7
2026-07-30,GLW,JP Morgan,30.3
2026-07-30,GNRC,Stifel,41.6
2026-07-30,GRMN,Morgan Stanley,-1.4
2026-07-30,HLT,Baird,12.1
2026-07-30,HLT,Barclays,14.6
2026-07-30,IEX,Citigroup,16.5
2026-07-30,IEX,RBC Capital,21.2
2026-07-30,IEX,Stifel,16
2026-07-30,IEX,TD Cowen,19.1
2026-07-30,INCY,Barclays,12.1
2026-07-30,INCY,BMO Capital,4.8
2026-07-30,IQV,Baird,17.7
2026-07-30,ITW,Baird,0.3
2026-07-30,IVZ,Barclays,12.3
2026-07-30,JCI,Citigroup,9
2026-07-30,JCI,RBC Capital,11.8
2026-07-30,KLAC,Jefferies,12.4
2026-07-30,KLAC,JP Morgan,27.4
2026-07-30,KLAC,Needham,44.5
2026-07-30,KO,Argus Research,10.7
2026-07-30,KO,RBC Capital,9.6
2026-07-30,LII,RBC Capital,9.1
2026-07-30,LRCX,B. Riley Securities,10
2026-07-30,LRCX,Morgan Stanley,15.3
2026-07-30,LRCX,Wells Fargo,10
2026-07-30,MAS,Truist Securities,19
2026-07-30,META,Baird,42.6
2026-07-30,META,DA Davidson,33.1
2026-07-30,META,Goldman Sachs,37.8
2026-07-30,META,Piper Sandler,49.2
2026-07-30,META,Susquehanna,23.6
2026-07-30,META,TD Cowen,42.6
2026-07-30,META,UBS,35.9
2026-07-30,META,Wells Fargo,21.7
2026-07-30,MRK,Barclays,17
2026-07-30,MSFT,Bernstein,47.8
2026-07-30,MSFT,Citigroup,37
2026-07-30,MSFT,DA Davidson,25.6
2026-07-30,MSFT,Evercore ISI Group,20.6
2026-07-30,MSFT,RBC Capital,46.2
2026-07-30,MSFT,TD Cowen,23.3
2026-07-30,NUE,Barclays,14.2
2026-07-30,NUE,BMO Capital,14.2
2026-07-30,NXPI,Needham,20.8
2026-07-30,ODFL,Evercore ISI Group,8.7
2026-07-30,ODFL,Stifel,17.6
2026-07-30,OMC,Citigroup,25.4
2026-07-30,OMC,Wells Fargo,16.6
2026-07-30,ORLY,Morgan Stanley,21.8
2026-07-30,PAYX,Citigroup,26
2026-07-30,PCAR,Citigroup,3.8
2026-07-30,PCAR,JP Morgan,21.5
2026-07-30,PCAR,Wells Fargo,16.4
2026-07-30,PG,Citigroup,18.3
2026-07-30,PM,Barclays,16.5
2026-07-30,PM,Citigroup,16.5
2026-07-30,PNR,Baird,22
2026-07-30,PPG,Citigroup,7.8
2026-07-30,PPG,RBC Capital,8.7
2026-07-30,PTC,Stifel,21.7
2026-07-30,PYPL,Baird,-0.7
2026-07-30,PYPL,Barclays,-0.7
2026-07-30,PYPL,Canaccord Genuity,-4.2
2026-07-30,PYPL,Citigroup,6.3
2026-07-30,PYPL,"Keefe, Bruyette & Woods",22
2026-07-30,QCOM,Benchmark,84.2
2026-07-30,QCOM,Susquehanna,9.2
2026-07-30,QCOM,TD Cowen,19.4
2026-07-30,QCOM,Wells Fargo,16
2026-07-30,RCL,Citigroup,13.5
2026-07-30,REG,Evercore ISI Group,3.7
2026-07-30,SBUX,Citigroup,4.5
2026-07-30,SBUX,Evercore ISI Group,11.9
2026-07-30,SPGI,Baird,23.5
2026-07-30,SPGI,Barclays,33.1
2026-07-30,STX,Argus Research,2.4
2026-07-30,STX,Barclays,42.2
2026-07-30,STX,Cantor Fitzgerald,47.9
2026-07-30,STX,Citigroup,47.9
2026-07-30,STX,Rosenblatt,59.3
2026-07-30,SW,RBC Capital,24
2026-07-30,SW,Truist Securities,17.8
2026-07-30,SW,Wells Fargo,13.7
2026-07-30,SWKS,Citigroup,4.4
2026-07-30,TER,Cantor Fitzgerald,58.1
2026-07-30,TER,Evercore ISI Group,20.7
2026-07-30,TER,Morgan Stanley,14.1
2026-07-30,UHS,Baird,0.6
