date,symbol,yahoo_average_projected,yahoo_std_projected,yahoo_analyst_projections_count,yahoo_projections
2026-04-02,UNP,21.7,,1,Bernstein:21.7
2026-04-02,VRSK,24.4,,1,RBC Capital:24.4
2026-04-03,ALLE,6.3,,1,Wells Fargo:6.3
2026-04-03,AMCR,25,,1,Deutsche Bank:25
2026-04-03,BA,22.9,,1,Wells Fargo:22.9
2026-04-03,CARR,2.4,,1,Wells Fargo:2.4
2026-04-03,CCL,16,,1,Bernstein:16
2026-04-03,CEG,30.5,14.9412,3,B of A Securities:35.5|Keybanc:13.7|BMO Capital:42.3
2026-04-03,CF,-17.6,,1,Mizuho:-17.6
2026-04-03,COP,14.2,,1,Citigroup:14.2
2026-04-03,CTAS,-5.6,,1,Citigroup:-5.6
2026-04-03,CVS,40.6,,1,Piper Sandler:40.6
2026-04-03,CVX,16,,1,Citigroup:16
2026-04-03,DOW,15.3,,1,Wells Fargo:15.3
2026-04-03,EL,59.5,,1,Deutsche Bank:59.5
2026-04-03,EQT,12.7,,1,BMO Capital:12.7
2026-04-03,FANG,13.9,,1,Keybanc:13.9
2026-04-03,FDS,0.5,,1,Goldman Sachs:0.5
2026-04-03,FICO,45.5,,1,Goldman Sachs:45.5
2026-04-03,FITB,20.1,,1,Piper Sandler:20.1
2026-04-03,GE,12,,1,Wells Fargo:12
2026-04-03,GEV,0.8,,1,Wells Fargo:0.8
2026-04-03,GPN,41.2,,1,Citigroup:41.2
2026-04-03,IDXX,20.5,,1,Stifel:20.5
2026-04-03,IEX,13,,1,BMO Capital:13
2026-04-03,ITW,-3.9,,1,Barclays:-3.9
2026-04-03,KDP,6.5,,1,Deutsche Bank:6.5
2026-04-03,KHC,-9.6,,1,Deutsche Bank:-9.6
2026-04-03,KMB,10.1,,1,Deutsche Bank:10.1
2026-04-03,KMI,-0.8,4.1012,2,Citigroup:-3.7|RBC Capital:2.1
2026-04-03,LDOS,6.8,,1,Wells Fargo:6.8
2026-04-03,MDLZ,-7.9,,1,Deutsche Bank:-7.9
2026-04-03,MDT,21.85,23.6881,2,Barclays:38.6|Piper Sandler:5.1
2026-04-03,META,44.5,,1,Morgan Stanley:44.5
2026-04-03,MKC,27.4,,1,Jefferies:27.4
2026-04-03,MLM,10,,1,Barclays:10
2026-04-03,MMM,26.7,,1,Barclays:26.7
2026-04-03,NOC,16.1,,1,Wells Fargo:16.1
2026-04-03,NSC,9.8,,1,Bernstein:9.8
2026-04-03,OTIS,4.7,,1,Wells Fargo:4.7
2026-04-03,PG,13.3,,1,Deutsche Bank:13.3
2026-04-03,PH,21.1,,1,BMO Capital:21.1
2026-04-03,PNR,45.8,,1,Jefferies:45.8
2026-04-03,RDDT,35,,1,B of A Securities:35
2026-04-03,RF,10,,1,Piper Sandler:10
2026-04-03,ROK,16.3,,1,Baird:16.3
2026-04-03,RTX,15.8,,1,Citigroup:15.8
2026-04-03,SCHW,26.3,,1,Truist Securities:26.3
2026-04-03,SJM,2.1,,1,Deutsche Bank:2.1
2026-04-03,SWK,32.8,,1,Barclays:32.8
2026-04-03,SYY,26.6,,1,Guggenheim:26.6
2026-04-03,TAP,-4.8,,1,Deutsche Bank:-4.8
2026-04-03,TDG,3.5,,1,Wells Fargo:3.5
2026-04-03,TEL,23.7,,1,Jefferies:23.7
2026-04-03,TRMB,34.9,,1,Baird:34.9
2026-04-03,TXT,12.5,,1,Citigroup:12.5
2026-04-03,UNH,20.3,,1,Raymond James:20.3
2026-04-03,UNP,21.7,,1,Bernstein:21.7
2026-04-03,VRSK,24.4,,1,RBC Capital:24.4
2026-04-06,ALLE,6.3,,1,Wells Fargo:6.3
2026-04-06,AMCR,25,,1,Deutsche Bank:25
2026-04-06,BA,22.9,,1,Wells Fargo:22.9
2026-04-06,CARR,2.4,,1,Wells Fargo:2.4
2026-04-06,CCL,16,,1,Bernstein:16
2026-04-06,CEG,28,20.2233,2,Keybanc:13.7|BMO Capital:42.3
2026-04-06,CF,-17.6,,1,Mizuho:-17.6
2026-04-06,COP,14.2,,1,Citigroup:14.2
2026-04-06,CTAS,-5.6,,1,Citigroup:-5.6
2026-04-06,CVS,40.6,,1,Piper Sandler:40.6
2026-04-06,CVX,16,,1,Citigroup:16
2026-04-06,FANG,13.9,,1,Keybanc:13.9
2026-04-06,FDS,0.5,,1,Goldman Sachs:0.5
2026-04-06,FICO,45.5,,1,Goldman Sachs:45.5
2026-04-06,GE,12,,1,Wells Fargo:12
2026-04-06,GEV,0.8,,1,Wells Fargo:0.8
2026-04-06,GPN,41.2,,1,Citigroup:41.2
2026-04-06,IDXX,20.5,,1,Stifel:20.5
2026-04-06,ITW,-3.9,,1,Barclays:-3.9
2026-04-06,LDOS,6.8,,1,Wells Fargo:6.8
2026-04-06,MDT,21.85,23.6881,2,Barclays:38.6|Piper Sandler:5.1
2026-04-06,MKC,27.4,,1,Jefferies:27.4
2026-04-06,MLM,10,,1,Barclays:10
2026-04-06,MMM,26.7,,1,Barclays:26.7
2026-04-06,NOC,16.1,,1,Wells Fargo:16.1
2026-04-06,NSC,9.8,,1,Bernstein:9.8
2026-04-06,OTIS,4.7,,1,Wells Fargo:4.7
2026-04-06,PNR,45.8,,1,Jefferies:45.8
2026-04-06,RDDT,35,,1,B of A Securities:35
2026-04-06,RJF,3.1,,1,Jefferies:3.1
2026-04-06,ROK,16.3,,1,Baird:16.3
2026-04-06,RTX,15.8,,1,Citigroup:15.8
2026-04-06,SCHW,26,0.4243,2,Truist Securities:26.3|Jefferies:25.7
2026-04-06,SWK,32.8,,1,Barclays:32.8
2026-04-06,SYY,26.6,,1,Guggenheim:26.6
2026-04-06,TDG,3.5,,1,Wells Fargo:3.5
2026-04-06,TEL,23.7,,1,Jefferies:23.7
2026-04-06,TRMB,34.9,,1,Baird:34.9
2026-04-06,TXT,12.5,,1,Citigroup:12.5
2026-04-06,UNH,20.3,,1,Raymond James:20.3
2026-04-06,UNP,21.7,,1,Bernstein:21.7
2026-04-06,VMC,15.1,,1,Morgan Stanley:15.1
2026-04-06,WFC,17.3,,1,Evercore ISI Group:17.3
2026-04-06,WYNN,48.4,,1,Jefferies:48.4
2026-04-07,ALLE,6.3,,1,Wells Fargo:6.3
2026-04-07,AMCR,25,,1,Deutsche Bank:25
2026-04-07,APO,27.6,,1,Goldman Sachs:27.6
2026-04-07,BA,22.9,,1,Wells Fargo:22.9
2026-04-07,CARR,2.4,,1,Wells Fargo:2.4
2026-04-07,CEG,28,20.2233,2,Keybanc:13.7|BMO Capital:42.3
2026-04-07,CF,-17.6,,1,Mizuho:-17.6
2026-04-07,COF,43.1,,1,Goldman Sachs:43.1
2026-04-07,COP,14.2,,1,Citigroup:14.2
2026-04-07,CVX,16,,1,Citigroup:16
2026-04-07,FANG,13.9,,1,Keybanc:13.9
2026-04-07,FDS,0.5,,1,Goldman Sachs:0.5
2026-04-07,FICO,45.5,,1,Goldman Sachs:45.5
2026-04-07,FSLR,-3.1,,1,Jefferies:-3.1
2026-04-07,GE,12,,1,Wells Fargo:12
2026-04-07,GEV,0.8,,1,Wells Fargo:0.8
2026-04-07,GPN,41.2,,1,Citigroup:41.2
2026-04-07,ITW,-3.9,,1,Barclays:-3.9
2026-04-07,KKR,26.3,5.5154,2,Goldman Sachs:22.4|Piper Sandler:30.2
2026-04-07,LDOS,6.8,,1,Wells Fargo:6.8
2026-04-07,MCK,16.6,,1,B of A Securities:16.6
2026-04-07,MDT,23.8667,17.1103,3,Barclays:38.6|Piper Sandler:5.1|Citigroup:27.9
2026-04-07,MKC,27.4,,1,Jefferies:27.4
2026-04-07,MMM,26.7,,1,Barclays:26.7
2026-04-07,NOC,16.1,,1,Wells Fargo:16.1
2026-04-07,OTIS,4.7,,1,Wells Fargo:4.7
2026-04-07,RDDT,35,,1,B of A Securities:35
2026-04-07,RJF,3.1,,1,Jefferies:3.1
2026-04-07,RTX,15.8,,1,Citigroup:15.8
2026-04-07,SCHW,26,0.4243,2,Truist Securities:26.3|Jefferies:25.7
2026-04-07,SWK,32.8,,1,Barclays:32.8
2026-04-07,SYY,26.6,,1,Guggenheim:26.6
2026-04-07,TDG,3.5,,1,Wells Fargo:3.5
2026-04-07,TROW,-10.3,,1,Goldman Sachs:-10.3
2026-04-07,TSLA,55.3,,1,Baird:55.3
2026-04-07,TXT,12.5,,1,Citigroup:12.5
2026-04-07,UNH,20.3,,1,Raymond James:20.3
2026-04-07,VMC,15.1,,1,Morgan Stanley:15.1
2026-04-07,WFC,17.3,,1,Evercore ISI Group:17.3
2026-04-07,WYNN,48.4,,1,Jefferies:48.4
2026-04-08,ABNB,41.2,,1,Tigress Financial:41.2
2026-04-08,APO,27.6,,1,Goldman Sachs:27.6
2026-04-08,AXON,55.9,,1,Goldman Sachs:55.9
2026-04-08,CEG,42.3,,1,BMO Capital:42.3
2026-04-08,COF,43.1,,1,Goldman Sachs:43.1
2026-04-08,COP,21.35,10.1116,2,Citigroup:14.2|Piper Sandler:28.5
2026-04-08,CVX,16,,1,Citigroup:16
2026-04-08,DGX,7,,1,Evercore ISI Group:7
2026-04-08,FANG,13.9,,1,Keybanc:13.9
2026-04-08,FICO,45.5,,1,Goldman Sachs:45.5
2026-04-08,FSLR,-3.1,,1,Jefferies:-3.1
2026-04-08,GPN,41.2,,1,Citigroup:41.2
2026-04-08,HSIC,21.8,,1,Evercore ISI Group:21.8
2026-04-08,IQV,5.5,,1,Evercore ISI Group:5.5
2026-04-08,KDP,44.5,,1,Wells Fargo:44.5
2026-04-08,KKR,26.3,5.5154,2,Goldman Sachs:22.4|Piper Sandler:30.2
2026-04-08,LEN,-16.8,,1,Seaport Global:-16.8
2026-04-08,LH,10.3,,1,Evercore ISI Group:10.3
2026-04-08,LMT,4.5,,1,Jefferies:4.5
2026-04-08,MCK,16.6,,1,B of A Securities:16.6
2026-04-08,MDT,27.9,,1,Citigroup:27.9
2026-04-08,PHM,-15.8,,1,Seaport Global:-15.8
2026-04-08,RCL,15.9,,1,JP Morgan:15.9
2026-04-08,RDDT,35,,1,B of A Securities:35
2026-04-08,RJF,3.1,,1,Jefferies:3.1
2026-04-08,RTX,15.8,,1,Citigroup:15.8
2026-04-08,SCHW,25.7,,1,Jefferies:25.7
2026-04-08,SYY,26.6,,1,Guggenheim:26.6
2026-04-08,TROW,-10.3,,1,Goldman Sachs:-10.3
2026-04-08,TSLA,55.3,,1,Baird:55.3
2026-04-08,TXT,17,6.364,2,Citigroup:12.5|Jefferies:21.5
2026-04-08,VMC,15.1,,1,Morgan Stanley:15.1
2026-04-08,WFC,17.3,,1,Evercore ISI Group:17.3
2026-04-08,WYNN,48.4,,1,Jefferies:48.4
2026-04-09,ABNB,41.2,,1,Tigress Financial:41.2
2026-04-09,APO,27.6,,1,Goldman Sachs:27.6
2026-04-09,AXON,55.9,,1,Goldman Sachs:55.9
2026-04-09,COF,43.1,,1,Goldman Sachs:43.1
2026-04-09,COHR,4.7,,1,JP Morgan:4.7
2026-04-09,COP,28.5,,1,Piper Sandler:28.5
2026-04-09,COST,10.2,,1,Telsey Advisory Group:10.2
2026-04-09,DE,-9.5,,1,Jefferies:-9.5
2026-04-09,DGX,7,,1,Evercore ISI Group:7
2026-04-09,FANG,13.9,,1,Keybanc:13.9
2026-04-09,FSLR,-3.1,,1,Jefferies:-3.1
2026-04-09,GEV,14.5,,1,Susquehanna:14.5
2026-04-09,HSIC,21.8,,1,Evercore ISI Group:21.8
2026-04-09,ICE,13.4,,1,Keefe; Bruyette & Woods:13.4
2026-04-09,IQV,5.5,,1,Evercore ISI Group:5.5
2026-04-09,ISRG,32.6,,1,Goldman Sachs:32.6
2026-04-09,KDP,44.5,,1,Wells Fargo:44.5
2026-04-09,KKR,26.3,5.5154,2,Goldman Sachs:22.4|Piper Sandler:30.2
2026-04-09,LEN,-16.8,,1,Seaport Global:-16.8
2026-04-09,LH,10.3,,1,Evercore ISI Group:10.3
2026-04-09,LMT,4.5,,1,Jefferies:4.5
2026-04-09,MCK,16.6,,1,B of A Securities:16.6
2026-04-09,MDT,27.9,,1,Citigroup:27.9
2026-04-09,MGM,-5,,1,Morgan Stanley:-5
2026-04-09,PG,-1.7,,1,Piper Sandler:-1.7
2026-04-09,PHM,-15.8,,1,Seaport Global:-15.8
2026-04-09,PRU,2.1,,1,UBS:2.1
2026-04-09,RCL,15.9,,1,JP Morgan:15.9
2026-04-09,RDDT,35,,1,B of A Securities:35
2026-04-09,REGN,20.5,,1,Bernstein:20.5
2026-04-09,RJF,3.1,,1,Jefferies:3.1
2026-04-09,SCHW,25.7,,1,Jefferies:25.7
2026-04-09,SYY,26.6,,1,Guggenheim:26.6
2026-04-09,TROW,-10.3,,1,Goldman Sachs:-10.3
2026-04-09,TSLA,55.3,,1,Baird:55.3
2026-04-09,TXT,21.5,,1,Jefferies:21.5
2026-04-09,VMC,15.1,,1,Morgan Stanley:15.1
2026-04-09,WFC,17.3,,1,Evercore ISI Group:17.3
2026-04-09,WYNN,48.4,,1,Jefferies:48.4
2026-04-09,XOM,12.85,6.2933,2,Jefferies:17.3|JP Morgan:8.4
2026-04-10,ABNB,41.2,,1,Tigress Financial:41.2
2026-04-10,AES,4.1,,1,Susquehanna:4.1
2026-04-10,APO,27.6,,1,Goldman Sachs:27.6
2026-04-10,AXON,55.9,,1,Goldman Sachs:55.9
2026-04-10,AXP,30.8,,1,Wells Fargo:30.8
2026-04-10,BDX,7.5,,1,Goldman Sachs:7.5
2026-04-10,COF,38.5,6.5054,2,Goldman Sachs:43.1|Wells Fargo:33.9
2026-04-10,COHR,4.7,,1,JP Morgan:4.7
2026-04-10,COP,28.5,,1,Piper Sandler:28.5
2026-04-10,COST,10.2,,1,Telsey Advisory Group:10.2
2026-04-10,DE,-9.5,,1,Jefferies:-9.5
2026-04-10,DGX,7,,1,Evercore ISI Group:7
2026-04-10,FSLR,-3.1,,1,Jefferies:-3.1
2026-04-10,GEV,14.5,,1,Susquehanna:14.5
2026-04-10,HSIC,21.8,,1,Evercore ISI Group:21.8
2026-04-10,ICE,13.4,,1,Keefe; Bruyette & Woods:13.4
2026-04-10,IQV,5.5,,1,Evercore ISI Group:5.5
2026-04-10,ISRG,32.6,,1,Goldman Sachs:32.6
2026-04-10,IT,1.8,,1,Barclays:1.8
2026-04-10,KDP,44.5,,1,Wells Fargo:44.5
2026-04-10,KKR,26.3,5.5154,2,Goldman Sachs:22.4|Piper Sandler:30.2
2026-04-10,KMB,22.5,,1,B of A Securities:22.5
2026-04-10,LEN,-16.8,,1,Seaport Global:-16.8
2026-04-10,LH,10.3,,1,Evercore ISI Group:10.3
2026-04-10,LIN,14.4,,1,UBS:14.4
2026-04-10,LMT,4.5,,1,Jefferies:4.5
2026-04-10,MCK,16.6,,1,B of A Securities:16.6
2026-04-10,MDLZ,10,,1,B of A Securities:10
2026-04-10,MDT,27.9,,1,Citigroup:27.9
2026-04-10,MGM,-5,,1,Morgan Stanley:-5
2026-04-10,PFE,2.5,,1,Morgan Stanley:2.5
2026-04-10,PG,-1.7,,1,Piper Sandler:-1.7
2026-04-10,PHM,-15.8,,1,Seaport Global:-15.8
2026-04-10,PPG,17.4,,1,Wells Fargo:17.4
2026-04-10,PRU,2.1,,1,UBS:2.1
2026-04-10,RCL,15.9,,1,JP Morgan:15.9
2026-04-10,REGN,20.5,,1,Bernstein:20.5
2026-04-10,RJF,3.1,,1,Jefferies:3.1
2026-04-10,RSG,12.9,,1,JP Morgan:12.9
2026-04-10,SCHW,25.7,,1,Jefferies:25.7
2026-04-10,TROW,-10.3,,1,Goldman Sachs:-10.3
2026-04-10,TSLA,55.3,,1,Baird:55.3
2026-04-10,TXT,21.5,,1,Jefferies:21.5
2026-04-10,VMC,15.1,,1,Morgan Stanley:15.1
2026-04-10,WFC,17.3,,1,Evercore ISI Group:17.3
2026-04-10,WM,16.4,,1,JP Morgan:16.4
2026-04-10,WYNN,48.4,,1,Jefferies:48.4
2026-04-10,XOM,15.2667,6.1093,3,Jefferies:17.3|JP Morgan:8.4|Wells Fargo:20.1
2026-04-11,ABNB,41.2,,1,Tigress Financial:41.2
2026-04-11,AES,4.1,,1,Susquehanna:4.1
2026-04-11,APO,27.6,,1,Goldman Sachs:27.6
2026-04-11,AXON,55.9,,1,Goldman Sachs:55.9
2026-04-11,AXP,30.8,,1,Wells Fargo:30.8
2026-04-11,BDX,7.5,,1,Goldman Sachs:7.5
2026-04-11,CBOE,-7.5,,1,Morgan Stanley:-7.5
2026-04-11,CL,18.7,,1,B of A Securities:18.7
2026-04-11,COF,38.5,6.5054,2,Goldman Sachs:43.1|Wells Fargo:33.9
2026-04-11,COHR,4.7,,1,JP Morgan:4.7
2026-04-11,COP,28.5,,1,Piper Sandler:28.5
2026-04-11,COST,10.2,,1,Telsey Advisory Group:10.2
2026-04-11,DE,-9.5,,1,Jefferies:-9.5
2026-04-11,DGX,7,,1,Evercore ISI Group:7
2026-04-11,FSLR,-3.1,,1,Jefferies:-3.1
2026-04-11,GEV,14.5,,1,Susquehanna:14.5
2026-04-11,HSIC,21.8,,1,Evercore ISI Group:21.8
2026-04-11,ICE,13.4,,1,Keefe; Bruyette & Woods:13.4
2026-04-11,IQV,5.5,,1,Evercore ISI Group:5.5
2026-04-11,ISRG,32.6,,1,Goldman Sachs:32.6
2026-04-11,IT,1.8,,1,Barclays:1.8
2026-04-11,IVZ,19.4,,1,BMO Capital:19.4
2026-04-11,KDP,44.5,,1,Wells Fargo:44.5
2026-04-11,KKR,26.3,5.5154,2,Goldman Sachs:22.4|Piper Sandler:30.2
2026-04-11,KMB,22.5,,1,B of A Securities:22.5
2026-04-11,LEN,-16.8,,1,Seaport Global:-16.8
2026-04-11,LH,10.3,,1,Evercore ISI Group:10.3
2026-04-11,LIN,14.4,,1,UBS:14.4
2026-04-11,LMT,4.5,,1,Jefferies:4.5
2026-04-11,MCK,16.6,,1,B of A Securities:16.6
2026-04-11,MDLZ,10,,1,B of A Securities:10
2026-04-11,MDT,27.9,,1,Citigroup:27.9
2026-04-11,MGM,-5,,1,Morgan Stanley:-5
2026-04-11,MO,8.2,,1,B of A Securities:8.2
2026-04-11,PFE,2.5,,1,Morgan Stanley:2.5
2026-04-11,PG,-1.7,,1,Piper Sandler:-1.7
2026-04-11,PH,1.4,,1,Stifel:1.4
2026-04-11,PHM,-15.8,,1,Seaport Global:-15.8
2026-04-11,PPG,17.4,,1,Wells Fargo:17.4
2026-04-11,PRU,2.1,,1,UBS:2.1
2026-04-11,RCL,15.9,,1,JP Morgan:15.9
2026-04-11,REGN,20.5,,1,Bernstein:20.5
2026-04-11,RJF,3.1,,1,Jefferies:3.1
2026-04-11,RSG,12.9,,1,JP Morgan:12.9
2026-04-11,SCHW,25.7,,1,Jefferies:25.7
2026-04-11,TROW,-10.3,,1,Goldman Sachs:-10.3
2026-04-11,TSLA,55.3,,1,Baird:55.3
2026-04-11,TXT,21.5,,1,Jefferies:21.5
2026-04-11,VMC,15.1,,1,Morgan Stanley:15.1
2026-04-11,WFC,17.3,,1,Evercore ISI Group:17.3
2026-04-11,WM,16.4,,1,JP Morgan:16.4
2026-04-11,WYNN,48.4,,1,Jefferies:48.4
2026-04-11,XOM,15.2667,6.1093,3,Jefferies:17.3|JP Morgan:8.4|Wells Fargo:20.1
2026-04-13,ABNB,41.2,,1,Tigress Financial:41.2
2026-04-13,AES,4.1,,1,Susquehanna:4.1
2026-04-13,AOS,-7.3,,1,Goldman Sachs:-7.3
2026-04-13,APO,27.6,,1,Goldman Sachs:27.6
2026-04-13,AXON,55.9,,1,Goldman Sachs:55.9
2026-04-13,AXP,30.8,,1,Wells Fargo:30.8
2026-04-13,BDX,7.5,,1,Goldman Sachs:7.5
2026-04-13,CBOE,-7.5,,1,Morgan Stanley:-7.5
2026-04-13,CL,18.7,,1,B of A Securities:18.7
2026-04-13,COF,38.5,6.5054,2,Goldman Sachs:43.1|Wells Fargo:33.9
2026-04-13,COHR,4.7,,1,JP Morgan:4.7
2026-04-13,COP,28.5,,1,Piper Sandler:28.5
2026-04-13,COST,10.2,,1,Telsey Advisory Group:10.2
2026-04-13,DE,-9.5,,1,Jefferies:-9.5
2026-04-13,DGX,7,,1,Evercore ISI Group:7
2026-04-13,DOV,16.7,,1,Citigroup:16.7
2026-04-13,FSLR,-3.1,,1,Jefferies:-3.1
2026-04-13,GEHC,23.9,,1,Mizuho:23.9
2026-04-13,GEV,14.5,,1,Susquehanna:14.5
2026-04-13,GILD,19.6,,1,Citigroup:19.6
2026-04-13,HSIC,21.8,,1,Evercore ISI Group:21.8
2026-04-13,ICE,13.4,,1,Keefe; Bruyette & Woods:13.4
2026-04-13,IQV,5.5,,1,Evercore ISI Group:5.5
2026-04-13,ISRG,32.6,,1,Goldman Sachs:32.6
2026-04-13,IT,1.8,,1,Barclays:1.8
2026-04-13,IVZ,19.4,,1,BMO Capital:19.4
2026-04-13,KDP,44.5,,1,Wells Fargo:44.5
2026-04-13,KKR,26.3,5.5154,2,Goldman Sachs:22.4|Piper Sandler:30.2
2026-04-13,KMB,22.5,,1,B of A Securities:22.5
2026-04-13,LEN,-16.8,,1,Seaport Global:-16.8
2026-04-13,LH,10.3,,1,Evercore ISI Group:10.3
2026-04-13,LIN,14.4,,1,UBS:14.4
2026-04-13,LMT,4.5,,1,Jefferies:4.5
2026-04-13,MCK,16.6,,1,B of A Securities:16.6
2026-04-13,MDLZ,10,,1,B of A Securities:10
2026-04-13,MDT,27.9,,1,Citigroup:27.9
2026-04-13,MGM,-5,,1,Morgan Stanley:-5
2026-04-13,MO,8.2,,1,B of A Securities:8.2
2026-04-13,NKE,13.7,,1,HSBC:13.7
2026-04-13,PEG,10.2,,1,BMO Capital:10.2
2026-04-13,PFE,2.5,,1,Morgan Stanley:2.5
2026-04-13,PG,-1.7,,1,Piper Sandler:-1.7
2026-04-13,PH,1.4,,1,Stifel:1.4
2026-04-13,PHM,-15.8,,1,Seaport Global:-15.8
2026-04-13,PPG,17.4,,1,Wells Fargo:17.4
2026-04-13,PRU,2.1,,1,UBS:2.1
2026-04-13,RCL,15.9,,1,JP Morgan:15.9
2026-04-13,REGN,20.5,,1,Bernstein:20.5
2026-04-13,RSG,12.9,,1,JP Morgan:12.9
2026-04-13,TROW,-10.3,,1,Goldman Sachs:-10.3
2026-04-13,TSLA,55.3,,1,Baird:55.3
2026-04-13,TXT,21.5,,1,Jefferies:21.5
2026-04-13,WM,16.4,,1,JP Morgan:16.4
2026-04-13,XOM,15.2667,6.1093,3,Jefferies:17.3|JP Morgan:8.4|Wells Fargo:20.1
2026-04-14,ABNB,41.2,,1,Tigress Financial:41.2
2026-04-14,AES,4.1,,1,Susquehanna:4.1
2026-04-14,AOS,-7.3,,1,Goldman Sachs:-7.3
2026-04-14,APD,9.2,,1,BMO Capital:9.2
2026-04-14,AXON,55.9,,1,Goldman Sachs:55.9
2026-04-14,AXP,30.8,,1,Wells Fargo:30.8
2026-04-14,BDX,7.5,,1,Goldman Sachs:7.5
2026-04-14,CB,-17.3,,1,B of A Securities:-17.3
2026-04-14,CBOE,-7.5,,1,Morgan Stanley:-7.5
2026-04-14,CCL,23.9,,1,UBS:23.9
2026-04-14,CF,10.1,,1,Goldman Sachs:10.1
2026-04-14,CL,18.7,,1,B of A Securities:18.7
2026-04-14,COF,33.9,,1,Wells Fargo:33.9
2026-04-14,COHR,4.7,,1,JP Morgan:4.7
2026-04-14,COP,28.5,,1,Piper Sandler:28.5
2026-04-14,COST,10.2,,1,Telsey Advisory Group:10.2
2026-04-14,DE,-9.5,,1,Jefferies:-9.5
2026-04-14,DGX,7,,1,Evercore ISI Group:7
2026-04-14,DOV,16.7,,1,Citigroup:16.7
2026-04-14,GEHC,23.9,,1,Mizuho:23.9
2026-04-14,GEV,14.5,,1,Susquehanna:14.5
2026-04-14,GILD,19.6,,1,Citigroup:19.6
2026-04-14,HIG,-0.1,,1,B of A Securities:-0.1
2026-04-14,HSIC,21.8,,1,Evercore ISI Group:21.8
2026-04-14,ICE,13.4,,1,Keefe; Bruyette & Woods:13.4
2026-04-14,IQV,5.5,,1,Evercore ISI Group:5.5
2026-04-14,ISRG,32.6,,1,Goldman Sachs:32.6
2026-04-14,IT,1.8,,1,Barclays:1.8
2026-04-14,IVZ,19.4,,1,BMO Capital:19.4
2026-04-14,J,0.1,,1,Baird:0.1
2026-04-14,JPM,11.4,,1,Piper Sandler:11.4
2026-04-14,KDP,44.5,,1,Wells Fargo:44.5
2026-04-14,KEYS,15.1,,1,Goldman Sachs:15.1
2026-04-14,KMB,22.5,,1,B of A Securities:22.5
2026-04-14,LEN,-16.8,,1,Seaport Global:-16.8
2026-04-14,LH,10.3,,1,Evercore ISI Group:10.3
2026-04-14,LIN,14.4,,1,UBS:14.4
2026-04-14,LMT,4.5,,1,Jefferies:4.5
2026-04-14,MA,32.9,,1,Citigroup:32.9
2026-04-14,MDLZ,10,,1,B of A Securities:10
2026-04-14,MET,31.3,,1,B of A Securities:31.3
2026-04-14,MGM,-5,,1,Morgan Stanley:-5
2026-04-14,MO,8.2,,1,B of A Securities:8.2
2026-04-14,NKE,13.7,,1,HSBC:13.7
2026-04-14,PEG,10.2,,1,BMO Capital:10.2
2026-04-14,PFE,0.9,2.2627,2,Morgan Stanley:2.5|UBS:-0.7
2026-04-14,PG,-1.7,,1,Piper Sandler:-1.7
2026-04-14,PH,1.4,,1,Stifel:1.4
2026-04-14,PHM,-15.8,,1,Seaport Global:-15.8
2026-04-14,PPG,17.4,,1,Wells Fargo:17.4
2026-04-14,PRU,4.1,2.8284,2,UBS:2.1|B of A Securities:6.1
2026-04-14,RCL,15.9,,1,JP Morgan:15.9
2026-04-14,RDDT,17.9,,1,Goldman Sachs:17.9
2026-04-14,REGN,20.5,,1,Bernstein:20.5
2026-04-14,RSG,12.9,,1,JP Morgan:12.9
2026-04-14,SBUX,-6,,1,Jefferies:-6
2026-04-14,SPGI,28.7,,1,Wells Fargo:28.7
2026-04-14,TEL,14.1,,1,Goldman Sachs:14.1
2026-04-14,TXT,21.5,,1,Jefferies:21.5
2026-04-14,VRT,1.3,,1,Goldman Sachs:1.3
2026-04-14,WM,16.4,,1,JP Morgan:16.4
2026-04-14,WTW,20.9,,1,B of A Securities:20.9
2026-04-14,XOM,15.2667,6.1093,3,Jefferies:17.3|JP Morgan:8.4|Wells Fargo:20.1
2026-04-15,AES,4.1,,1,Susquehanna:4.1
2026-04-15,AOS,-7.3,,1,Goldman Sachs:-7.3
2026-04-15,APD,9.2,,1,BMO Capital:9.2
2026-04-15,AXP,30.8,,1,Wells Fargo:30.8
2026-04-15,BDX,7.5,,1,Goldman Sachs:7.5
2026-04-15,BLK,24.6,,1,Goldman Sachs:24.6
2026-04-15,C,14.2667,3.4588,3,Barclays:17.3|Goldman Sachs:15|Piper Sandler:10.5
2026-04-15,CB,-17.3,,1,B of A Securities:-17.3
2026-04-15,CBOE,-7.5,,1,Morgan Stanley:-7.5
2026-04-15,CCL,23.9,,1,UBS:23.9
2026-04-15,CF,10.1,,1,Goldman Sachs:10.1
2026-04-15,CL,18.7,,1,B of A Securities:18.7
2026-04-15,CNP,3.1,,1,Barclays:3.1
2026-04-15,COF,33.9,,1,Wells Fargo:33.9
2026-04-15,COHR,4.7,,1,JP Morgan:4.7
2026-04-15,COST,10.2,,1,Telsey Advisory Group:10.2
2026-04-15,DE,-9.5,,1,Jefferies:-9.5
2026-04-15,DHR,15.5,,1,Barclays:15.5
2026-04-15,DOV,16.7,,1,Citigroup:16.7
2026-04-15,EVRG,7.8,,1,B of A Securities:7.8
2026-04-15,FAST,12.4,,1,Baird:12.4
2026-04-15,FDX,46.7,,1,Stephens & Co.:46.7
2026-04-15,GEHC,23.9,,1,Mizuho:23.9
2026-04-15,GEV,14.5,,1,Susquehanna:14.5
