signal_name,date,ticker,average_projected,analyst_projections_count,mad,signal_score,analyst_percent_list,signal_percentile
yahoo-daily,2026-07-17,MS,17.425000429153442,4,0.13701578812580822,34.850000858306885,"BMO Capital:16.6|Barclays:22.2|Freedom Broker:14.3|Keefe, Bruyette & Woods:16.6",0.4627659574468085
yahoo-daily,2026-09-01,AON,17.375000476837158,4,0.40719424989565156,34.750000953674316,"BMO Capital:12|Keefe, Bruyette & Woods:29.7|Piper Sandler:8.6|Wells Fargo:19.2",0.4574468085106383
yahoo-daily,2026-07-17,UNH,19.46666717529297,3,0.15525112007739134,33.71725660164074,Keybanc:17.2|Morgan Stanley:24|Oppenheimer:17.2,0.4521276595744681
yahoo-daily,2026-08-27,A,14.840000343322753,5,0.23504044845004216,33.18324955378989,B of A Securities:13|Citigroup:19.2|Goldman Sachs:9.8|JP Morgan:19.2|TD Cowen:13,0.44680851063829785
yahoo-daily,2026-07-30,BIIB,19.03333282470703,3,0.2113251483690131,32.966699489761034,Canaccord Genuity:21.3|HC Wainwright & Co.:22.8|Morgan Stanley:13,0.44148936170212766
yahoo-daily,2026-08-28,ULTA,19,3,0.42105263157894735,32.90896534380867,Barclays:19|Citigroup:7|UBS:31,0.4308510638297872
yahoo-daily,2026-03-19,GIS,19,3,0.9649122807017543,32.90896534380867,Goldman Sachs:6.6|Mizuho:3.9|RBC Capital:46.5,0.4308510638297872
yahoo-daily,2026-08-08,PH,18.666666348775227,3,0.25833333546207066,32.33161452401492,Citigroup:14.2|Susquehanna:15.9|Truist Securities:25.9,0.425531914893617
yahoo-daily,2026-07-30,SW,18.499999682108562,3,0.19819821305944907,32.042939389420106,RBC Capital:24|Truist Securities:17.8|Wells Fargo:13.7,0.42021276595744683
yahoo-daily,2026-05-21,ADI,18.433333079020183,3,0.08800481419860232,31.927469445703007,Citigroup:16|Evercore ISI Group:19.5|Jefferies:19.8,0.4148936170212766
yahoo-daily,2026-02-05,CCI,18.300000190734863,3,0.4881603071963864,31.696530108872928,Jefferies:5.3|Scotiabank:17.9|UBS:31.7,0.4095744680851064
