ticker,date_buy,date_peak,date_sell,price_entry,price_peak,price_exit,target_price,dd_price,average_projected,exit_reason,hold_days,pnl,return_pct,after_max_pct,after_min_pct,status
ROP,2026-01-29,2026-02-02,2026-02-11,363.1611022949219,370.7327575683594,332.1182861328125,405.14252533924366,342.92780075073244,23.11999979019165,7.5% dd,10,-427.397317140254,-8.547946342805082,28.32777657915406,-5.473335482279829,Closed
IQV,2026-02-06,2026-02-09,2026-02-11,187.49000549316406,192.6699981689453,177.17999267578125,212.36367937645275,178.21974830627443,26.53333314259847,7.5% dd,4,-274.94833098606705,-5.498966619721341,53.3017306385267,-11.581436878836016,Closed
UBER,2026-02-06,2026-03-17,2026-03-23,74.7699966430664,77.79000091552734,75.12000274658203,90.21000114000957,71.9557508468628,41.300000508626304,30d,31,23.40551820447945,0.468110364089589,6.962187881145976,-12.220447243784838,Closed
VRTX,2026-03-10,2026-03-10,2026-03-18,499.1700134277344,499.1700134277344,451.5899963378906,557.1569290354983,461.7322624206543,23.23333295186361,7.5% dd,7,-476.59129965678494,-9.5318259931357,23.55455756269167,-6.277819777545179,Closed
IR,2026-04-30,2026-04-30,2026-05-12,79.81878662109375,79.81878662109375,73.1722183227539,90.36816935781826,73.83237762451172,26.433332761128742,7.5% dd,9,-416.3536292459339,-8.327072584918678,22.968473319668202,-6.352672954548555,Closed
UBER,2026-05-07,2026-05-07,2026-05-26,76.7300033569336,76.7300033569336,70.12000274658203,90.7460171083323,70.97525310516357,36.53333282470703,7.5% dd,13,-430.73115607743966,-8.614623121548794,14.58926886313865,-5.961209557111058,Closed
HD,2026-05-20,2026-06-30,2026-06-30,306.0126953125,350.1000061035156,350.1000061035156,348.39545478062706,323.84250564575194,27.700000762939453,50% target,28,720.351009391844,14.407020187836878,1.48009815485024,-14.584403504265186,Closed
ULTA,2026-06-03,2026-06-26,2026-06-30,471.2099914550781,488.45001220703125,450.9800109863281,541.2632094732134,451.8162612915039,29.733333031336468,7.5% dd,19,-214.65992694977285,-4.293198538995457,25.315980896367396,0.3348217684292498,Closed
AVGO,2026-06-04,2026-06-04,2026-06-05,418.248046875,418.248046875,385.1204833984375,473.317373046875,386.87944335937505,26.333333333333332,7.5% dd,2,-396.02771279005174,-7.920554255801035,11.071736821402345,-11.905493569224069,Closed
MU,2026-06-25,2026-06-25,2026-07-01,1213.3734130859375,1213.3734130859375,1032.121337890625,1398.637073856205,1122.3704071044922,20.387500256299973,7.5% dd,5,-746.8932203415407,-14.937864406830814,1.255047522583319,-28.39989128503876,Closed
MU,2026-06-26,2026-06-30,2026-07-01,1132.1558837890625,1154.112548828125,1032.121337890625,1398.637073856205,1067.5541076660156,47.07499980926514,7.5% dd,4,-441.7878638922284,-8.835757277844568,1.255047522583319,-28.39989128503876,Closed
BLK,2026-07-17,2026-08-13,2026-08-28,1066.7257080078125,1176.80078125,1158.5345458984375,1224.6011148275866,1088.54072265625,29.600000381469727,30d,31,430.3301082997459,8.606602165994918,-0.7617128951822871,-10.46965376159752,Closed
ISRG,2026-07-17,2026-08-12,2026-08-26,345.4200134277344,401.2699890136719,370.4200134277344,433.3984674851501,371.1747398376465,25.479999923706053,7.5% dd,29,361.87827902493973,7.237565580498795,8.584846023491831,-5.469469529506821,Closed
NFLX,2026-07-17,2026-08-25,2026-08-25,68.94999694824219,82.2300033569336,82.2300033569336,80.24964813218118,76.06275310516358,28.799999237060547,50% target,28,963.017186110983,19.26034372221966,0.6080505649861845,-12.696098765908603,Closed
ISRG,2026-07-20,2026-08-12,2026-08-26,353.1700134277344,401.2699890136719,370.4200134277344,433.3984674851501,371.1747398376465,45.43333295981089,7.5% dd,28,244.21665690948703,4.88433313818974,8.584846023491831,-5.469469529506821,Closed
NFLX,2026-07-20,2026-08-25,2026-08-25,67.5999984741211,82.2300033569336,82.2300033569336,80.24964813218118,76.06275310516358,37.424999833106995,50% target,27,1082.100977296118,21.64201954592236,0.6080505649861845,-12.696098765908603,Closed
EFX,2026-07-22,2026-07-29,2026-07-31,169.9588623046875,186.5110321044922,172.1226043701172,188.99425482878405,172.52270469665527,22.39999993642171,7.5% dd,8,63.65487612969355,1.273097522593871,12.750559009140506,-7.699517039860993,Closed
GM,2026-07-22,2026-07-28,2026-09-02,81.96050262451172,90.1136474609375,84.69485473632812,90.36965006872481,83.3551239013672,20.519999694824214,30d,31,166.80913514790063,3.3361827029580127,3.619047945054943,-2.945701714529092,Closed
HAL,2026-07-22,2026-09-02,2026-09-02,32.87741470336914,37.630001068115234,37.630001068115234,37.66107860541804,34.807750988006596,29.100000381469727,30d,31,722.7737350435691,14.455474700871381,-0.9035347938801452,-10.935428013988368,Closed
MSCI,2026-07-22,2026-07-29,2026-09-02,568.9153442382812,580.8426513671875,560.6300048828125,645.2448195902507,537.2794525146485,26.833333333333332,30d,31,-72.81697918133978,-1.4563395836267956,2.5007615377597547,-3.570986097227302,Closed
GEV,2026-07-23,2026-07-23,2026-07-28,1031.18994140625,1031.18994140625,943.3800048828125,1199.4457629120257,953.8506958007813,32.63333257039388,7.5% dd,4,-425.76994304119034,-8.515398860823806,14.375966674641827,-7.273844554900388,Closed
GOOG,2026-07-23,2026-08-04,2026-08-04,318.1334533691406,375.1064758300781,375.1064758300781,372.5872965420195,346.9734901428223,34.233333587646484,50% target,9,895.4264610900545,17.908529221801093,-4.054878949165552,-12.456855308579783,Closed
LVS,2026-07-23,2026-07-30,2026-08-07,45.73793029785156,49.553565979003906,45.77000045776367,53.1899481010437,45.83704853057861,32.325000286102295,7.5% dd,12,3.5058604207997632,0.07011720841599527,3.2772558116624717,-12.650209433295345,Closed
T,2026-07-23,2026-08-24,2026-08-24,22.959999084472656,25.690000534057617,25.690000534057617,25.425329029960633,23.763250494003298,21.475000381469727,50% target,23,594.512534504237,11.89025069008474,4.009337321466333,-2.1019887283048377,Closed
TSLA,2026-07-23,2026-09-03,2026-09-04,319.69000244140625,376.3699951171875,354.0799865722656,384.63561100006103,348.1422454833984,27.888888676961265,30d,32,537.8645542280055,10.75729108456011,6.060783660890801,0.7060551555601036,Closed
LVS,2026-07-24,2026-07-30,2026-08-07,45.78761672973633,49.553565979003906,45.77000045776367,53.1899481010437,45.83704853057861,32.333333333333336,7.5% dd,11,-1.9236939188858742,-0.03847387837771748,3.2772558116624717,-12.650209433295345,Closed
TMUS,2026-07-24,2026-09-03,2026-09-08,179.0565643310547,188.02000427246094,181.69000244140625,218.56755922420103,173.91850395202638,24.699999888737995,30d,32,73.53648608723051,1.4707297217446103,0.6659647965321147,-8.46221574847429,Closed
TSLA,2026-07-24,2026-09-03,2026-09-04,313.0299987792969,376.3699951171875,354.0799865722656,384.63561100006103,348.1422454833984,45.75,30d,31,655.6877608064524,13.113755216129046,6.060783660890801,0.7060551555601036,Closed
TMUS,2026-07-27,2026-09-03,2026-09-08,176.193115234375,188.02000427246094,181.69000244140625,218.56755922420103,173.91850395202638,48.09999974568685,30d,31,155.9904085843309,3.119808171686618,0.6659647965321147,-8.46221574847429,Closed
BKR,2026-07-28,2026-08-17,2026-09-09,58.245723724365234,64.9000015258789,63.63999938964844,65.63322286861236,60.03250141143799,25.366666158040363,30d,31,463.061948617069,9.261238972341381,-6.662473137074231,-11.502199505072397,Closed
SLB,2026-07-28,2026-08-28,2026-08-28,49.722007751464844,57.03407287597656,57.03407287597656,55.680361648736316,52.75651741027832,23.96666653951009,50% target,24,735.2946366386723,14.705892732773446,4.831665010159769,-10.36936982731752,Closed
RCL,2026-07-29,2026-08-05,2026-08-17,321.6684875488281,325.48583984375,300.0072326660156,359.83981514697837,301.07440185546875,23.733333587646484,7.5% dd,14,-336.7015377831249,-6.734030755662497,-0.40757277478560283,-18.06530950130698,Closed
STX,2026-07-29,2026-08-17,2026-08-18,764.4299926757812,994.7899780273438,903.6799926757812,1021.7604898934784,920.180729675293,39.36000003814697,7.5% dd,15,910.809369950116,18.21618739900232,0.07746239959993684,-14.59255446463108,Closed
