ticker,date_buy,date_peak,date_sell,price_entry,price_peak,price_exit,target_price,dd_price,average_projected,exit_reason,hold_days,pnl,return_pct,after_max_pct,after_min_pct,status
BSX,2026-07-30,2026-08-19,2026-08-27,46.0,52.0099983215332,46.66999816894531,55.682999795277915,48.10924844741822,42.09999910990397,7.5% dd,21,72.82588792883871,1.4565177585767741,3.6425987350277023,-7.906575469215138,Closed
CTSH,2026-07-30,2026-08-21,2026-08-21,53.58580017089844,61.869998931884766,61.869998931884766,61.45398169304963,57.22974901199341,29.366666158040363,50% target,17,772.9845159133538,15.459690318267075,4.477130282179709,-5.931789610964378,Closed
GLW,2026-07-30,2026-08-04,2026-08-04,134.9658660888672,159.58949279785156,159.58949279785156,156.98779570891443,147.6202808380127,32.63333205382029,50% target,4,912.2168227621032,18.244336455242063,8.330728682876142,-10.037932443287067,Closed
KLAC,2026-07-30,2026-08-12,2026-08-12,180.1264190673828,208.014892578125,208.014892578125,205.43418071730753,192.41377563476564,28.099999745686848,50% target,10,774.136122150674,15.48272244301348,0.5378117998330989,-19.54422179292019,Closed
META,2026-07-30,2026-08-11,2026-08-18,539.030029296875,599.1199951171875,543.6699829101562,662.4292549328957,554.1859954833984,35.81249976158142,7.5% dd,14,43.03984343259799,0.8607968686519598,37.51817150714416,0.39730613195256836,Closed
MSFT,2026-07-30,2026-08-28,2026-09-11,450.2524108886719,513.530029296875,495.6300048828125,525.4820845413208,475.0152770996094,33.416666666666664,30d,31,503.91283751904757,10.078256750380952,1.9732459058061425,-1.0754024246582894,Closed
QCOM,2026-07-30,2026-09-09,2026-09-09,150.77938842773438,176.39999389648438,176.39999389648438,175.05486928157606,163.16999435424805,32.1999990940094,50% target,29,849.6056966376891,16.99211393275378,9.946153080952037,0.2721150810298889,Closed
STX,2026-07-30,2026-08-17,2026-08-18,851.6799926757812,994.7899780273438,903.6799926757812,1021.7604898934784,920.180729675293,39.94000062942505,7.5% dd,14,305.27898064523015,6.105579612904603,0.07746239959993684,-14.59255446463108,Closed
TER,2026-07-30,2026-08-04,2026-08-10,365.3496398925781,403.405029296875,364.9598083496094,421.9179422369959,373.1496520996094,30.96666653951009,7.5% dd,8,-5.335047587338522,-0.10670095174677044,21.374967461752448,-9.79828335188142,Closed
XYL,2026-07-30,2026-08-11,2026-08-18,116.37711334228516,122.71299743652344,113.5080337524414,135.63752582240508,113.50952262878418,33.10000038146973,7.5% dd,14,-123.26648717455646,-2.465329743491129,1.9922736843166478,-6.887645792619502,Closed
AMZN,2026-07-31,2026-08-03,2026-08-14,271.5799865722656,284.0199890136719,262.6499938964844,304.9390602082317,262.7184898376465,24.566665649414062,7.5% dd,11,-164.40815077154184,-3.2881630154308366,1.4391771814724175,-6.354459383385724,Closed
CVNA,2026-07-31,2026-08-14,2026-08-18,62.36000061035156,75.58999633789062,65.0,79.70647387557983,69.92074661254883,55.63333257039388,7.5% dd,13,211.67409908669924,4.233481981733985,16.56922560471754,0.16923170823317513,Closed
META,2026-07-31,2026-08-11,2026-08-18,556.7100219726562,599.1199951171875,543.6699829101562,662.4292549328957,554.1859954833984,37.97999992370605,7.5% dd,13,-117.11697785045908,-2.342339557009182,37.51817150714416,0.39730613195256836,Closed
PTC,2026-07-31,2026-08-13,2026-08-13,137.1999969482422,153.88999938964844,153.88999938964844,153.18379650548297,142.3482494354248,23.299999872843426,50% target,10,608.2362541051098,12.164725082102196,3.288061328651959,-16.355837461026333,Closed
RDDT,2026-07-31,2026-08-14,2026-08-14,140.6699981689453,178.08999633789062,178.08999633789062,164.61906574289918,164.73324661254884,34.05000054836273,50% target,11,1330.0632208725747,26.601264417451493,-7.630971204079473,-18.78263666465433,Closed
COIN,2026-08-03,2026-08-21,2026-08-21,146.5,186.49000549316406,186.49000549316406,185.39575000000002,172.50325508117677,53.1,50% target,15,1364.8466038622546,27.29693207724509,8.357011633875144,-11.786160297546788,Closed
MPWR,2026-08-03,2026-08-12,2026-08-19,1344.3699951171875,1425.010009765625,1300.1400146484375,1520.1463718184984,1318.134259033203,26.149999976158146,7.5% dd,13,-164.5007722181963,-3.290015444363926,1.2414058844886666,-12.127928679556465,Closed
APTV,2026-08-05,2026-08-17,2026-08-26,47.0099983215332,50.040000915527344,46.27000045776367,59.961252500457775,46.287000846862796,55.099998474121094,7.5% dd,16,-78.70643375779218,-1.5741286751558436,3.6308629534363757,-6.332397398289102,Closed
ANET,2026-08-06,2026-08-12,2026-08-18,192.32000732421875,210.5,193.17999267578125,224.82208828689573,194.7125,33.799999713897705,7.5% dd,9,22.358187365101003,0.4471637473020201,6.009939460882419,-4.881454101516525,Closed
APP,2026-08-06,2026-08-07,2026-08-11,335.6700134277344,346.79998779296875,318.67999267578125,501.71477324076307,320.7899887084961,98.93332926432292,7.5% dd,4,-253.0762366655499,-5.061524733310999,5.328232514302611,-6.304128530067398,Closed
DIS,2026-08-06,2026-08-25,2026-09-18,104.68000030517578,111.25,102.66999816894531,116.27331051367759,102.90625,22.15000033378601,30d + 7.5% dd,31,-96.0069798610366,-1.920139597220732,1.8311141680541487,1.8311141680541487,Closed
PODD,2026-08-06,2026-08-19,2026-09-09,139.3000030517578,151.50999450683594,137.9199981689453,155.7374036775589,140.14674491882326,23.600000381469727,7.5% dd,24,-49.53355536897379,-0.9906711073794758,2.6319641321093323,-4.321339569463611,Closed
UBER,2026-08-06,2026-08-25,2026-09-08,70.47000122070312,80.3499984741211,73.12999725341797,88.67363624673843,74.32374858856201,51.17500019073486,7.5% dd,23,188.73250933997224,3.774650186799445,-0.6837139597685837,-3.5963316726297934,Closed
XYZ,2026-08-06,2026-08-27,2026-09-01,79.0199966430664,84.8499984741211,77.87999725341797,87.93608611357371,78.48624858856202,22.56666628519694,7.5% dd,19,-72.13360149822711,-1.4426720299645421,7.049313927554257,-2.0544408455932195,Closed
UBER,2026-08-07,2026-08-25,2026-09-08,75.0199966430664,80.3499984741211,73.12999725341797,88.67363624673843,74.32374858856201,36.40000057220459,7.5% dd,22,-125.96637391499462,-2.5193274782998922,-0.6837139597685837,-3.5963316726297934,Closed
WDC,2026-08-07,2026-08-17,2026-08-19,434.1606140136719,535.8380126953125,461.94171142578125,546.1016928789273,495.65016174316406,51.56666692097982,7.5% dd,9,319.9403229519403,6.398806459038806,4.4027821801892575,-10.819919209381368,Closed
ALB,2026-08-10,2026-08-21,2026-09-03,130.7694549560547,142.76901245117188,131.7162628173828,158.12206678243925,132.06133651733398,41.833334604899086,7.5% dd,19,36.201414988167016,0.7240282997633404,-1.959741927770775,-16.88953294060801,Closed
DDOG,2026-08-10,2026-08-10,2026-08-12,260.7799987792969,260.7799987792969,240.91000366210938,296.9958212341213,241.22149887084962,27.77500009536743,7.5% dd,3,-380.9723753776807,-7.619447507553614,6.039601025520325,-13.150142149764532,Closed
MCHP,2026-08-10,2026-08-10,2026-08-24,80.90324401855469,80.90324401855469,74.20999908447266,95.14221501725721,74.83550071716309,35.20000012715658,7.5% dd,11,-413.6573888524772,-8.273147777049545,1.7248333042557462,-6.225579845814466,Closed
LITE,2026-08-12,2026-08-17,2026-08-18,932.469970703125,968.9000244140625,873.3099975585938,1057.4209476666165,896.2325225830078,26.800000190734863,7.5% dd,5,-317.221867745091,-6.34443735490182,13.245008442995122,-5.234111838916555,Closed
COHR,2026-08-14,2026-08-17,2026-08-18,325.8299865722656,351.2200012207031,306.42999267578125,371.9892346700032,324.8785011291504,28.333333333333332,7.5% dd,3,-297.7011738632855,-5.95402347726571,5.596708646803372,-13.712753326379246,Closed
CSCO,2026-08-14,2026-08-17,2026-09-18,111.68000030517578,112.9000015258789,109.51000213623047,127.42688034820557,104.432501411438,28.2,open,25,-97.15249655334901,-1.9430499310669802,1.0501337808835887,1.0501337808835887,Open
TPR,2026-08-14,2026-08-18,2026-09-01,128.49290466308594,131.76051330566406,121.67874145507812,154.21718427466806,121.87847480773927,40.04000015258789,7.5% dd,13,-265.15717836229396,-5.303143567245879,0.8187325393029576,-7.09140997033233,Closed
AMAT,2026-08-17,2026-08-17,2026-08-21,534.7382202148438,534.7382202148438,492.32000732421875,656.9259030239695,494.6328536987305,45.69999980926514,7.5% dd,5,-396.6259684372526,-7.9325193687450515,-1.6513659331050645,-15.628047062230642,Closed
KEYS,2026-08-19,2026-09-11,2026-09-18,319.45001220703125,338.6400146484375,335.0,369.9606370611,313.2420135498047,23.23333295186361,open,22,243.38687116548044,4.867737423309609,2.0865642490671688,2.0865642490671688,Open
KEYS,2026-08-20,2026-09-11,2026-09-18,316.510009765625,338.6400146484375,335.0,369.9606370611,313.2420135498047,33.77499961853027,open,21,292.0917137512779,5.841834275025557,2.0865642490671688,2.0865642490671688,Open
TJX,2026-08-20,2026-08-24,2026-09-08,140.69000244140625,140.7100067138672,128.9199981689453,156.6281700309513,130.15675621032716,22.657143098967417,7.5% dd,13,-418.2956879740914,-8.365913759481828,1.7840545178597678,-4.716104496904395,Closed
WMT,2026-08-21,2026-09-14,2026-09-18,103.69999694824219,109.08000183105469,106.7300033569336,118.5659634793415,100.8990016937256,20.383333047231037,open,20,146.09481667601722,2.921896333520344,0.7167613281994223,0.7167613281994223,Open
WMT,2026-08-24,2026-09-14,2026-09-18,106.48999786376953,109.08000183105469,106.7300033569336,118.5659634793415,100.8990016937256,22.67999973297119,open,19,11.268921869595943,0.22537843739191885,0.7167613281994223,0.7167613281994223,Open
NVDA,2026-08-27,2026-09-04,2026-09-14,227.7251739501953,230.10252380371094,210.9600067138672,283.10252079433866,212.84483451843263,47.09999901907785,7.5% dd,12,-368.1008767171861,-7.362017534343722,7.755024691737544,0.5735643802473378,Closed
META,2026-08-28,2026-09-17,2026-09-17,578.02001953125,682.3099975585938,682.3099975585938,674.8383728027344,631.1367477416992,33.5,50% target,14,902.1311935866734,18.04262387173347,9.57556275101268,-2.427048939316123,Closed
MRVL,2026-08-28,2026-09-18,2026-09-18,216.6199951171875,244.25,244.25,246.7955650774384,225.93125,27.059999847412108,open,15,637.7528738255487,12.755057476510975,6.329576849571383,6.329576849571383,Open
NVDA,2026-08-28,2026-09-04,2026-09-14,217.3068389892578,230.10252380371094,210.9600067138672,283.10252079433866,212.84483451843263,60.55555555555556,7.5% dd,11,-146.03388243350219,-2.920677648670044,7.755024691737544,0.5735643802473378,Closed
MRVL,2026-08-31,2026-09-18,2026-09-18,211.66000366210938,244.25,244.25,246.7955650774384,225.93125,33.20000076293945,open,14,769.8666676278799,15.397333352557599,6.329576849571383,6.329576849571383,Open
DELL,2026-09-02,2026-09-17,2026-09-17,492.20001220703125,588.4000244140625,588.4000244140625,568.6140645715714,544.2700225830079,31.050000190734863,50% target,11,977.2451221168112,19.544902442336223,-2.183894644445339,-3.456836507735306,Closed
PANW,2026-09-02,2026-09-14,2026-09-14,328.4800109863281,373.94000244140625,373.94000244140625,373.32185636049064,345.8945022583008,22.36666679382324,50% target,8,691.9750050935409,13.839500101870817,0.4572903256976568,-2.7705021665244134,Closed
HPE,2026-09-03,2026-09-11,2026-09-14,54.302650451660156,61.933349609375,55.27020263671875,66.16777936819973,57.28834838867188,43.699999237060545,7.5% dd,7,89.08885450443177,1.7817770900886352,10.439256604019453,0.8482235046883169,Closed
PANW,2026-09-03,2026-09-14,2026-09-14,331.94000244140625,373.94000244140625,373.94000244140625,373.32185636049064,345.8945022583008,24.933333502875435,50% target,7,632.6444491638786,12.652888983277572,0.4572903256976568,-2.7705021665244134,Closed
JBHT,2026-09-17,2026-09-17,2026-09-18,236.8000030517578,236.8000030517578,234.25,262.8716834780884,219.04000282287598,22.020000076293947,open,2,-53.84296914895822,-1.0768593829791644,0.6744938446338056,0.6744938446338056,Open
GNRC,2026-09-18,2026-09-18,2026-09-18,207.44000244140625,207.44000244140625,207.44000244140625,264.6242969753011,191.8820022583008,55.13333384195963,open,1,0.0,0.0,-0.8339740200435597,-0.8339740200435597,Open
ON,2026-09-18,2026-09-18,2026-09-18,69.9800033569336,69.9800033569336,69.9800033569336,80.45367696466604,64.73150310516358,29.933332681655884,open,1,0.0,0.0,1.8290921947634597,1.8290921947634597,Open
